"Time_point","gene","cell_line","guide","replicate","value","biotype"
54,"ZFAS1","A549","g2","R1",4.091255,"LncRNA"
60,"ZFAS1","A549","g2","R1",4.583724,"LncRNA"
66,"ZFAS1","A549","g2","R1",5.096238,"LncRNA"
72,"ZFAS1","A549","g2","R1",5.56381,"LncRNA"
78,"ZFAS1","A549","g2","R1",6.000453,"LncRNA"
84,"ZFAS1","A549","g2","R1",6.349277,"LncRNA"
90,"ZFAS1","A549","g2","R1",6.66334,"LncRNA"
0,"ZFAS1","A549","g2","R2",0.3219965,"LncRNA"
6,"ZFAS1","A549","g2","R2",0.6293615,"LncRNA"
12,"ZFAS1","A549","g2","R2",1,"LncRNA"
18,"ZFAS1","A549","g2","R2",1.40772,"LncRNA"
24,"ZFAS1","A549","g2","R2",1.838995,"LncRNA"
30,"ZFAS1","A549","g2","R2",2.307891,"LncRNA"
36,"ZFAS1","A549","g2","R2",2.860809,"LncRNA"
42,"ZFAS1","A549","g2","R2",3.443842,"LncRNA"
48,"ZFAS1","A549","g2","R2",4.054463,"LncRNA"
54,"ZFAS1","A549","g2","R2",4.731761,"LncRNA"
60,"ZFAS1","A549","g2","R2",5.401501,"LncRNA"
66,"ZFAS1","A549","g2","R2",6.160094,"LncRNA"
72,"ZFAS1","A549","g2","R2",6.933885,"LncRNA"
78,"ZFAS1","A549","g2","R2",7.701061,"LncRNA"
84,"ZFAS1","A549","g2","R2",8.214338,"LncRNA"
90,"ZFAS1","A549","g2","R2",8.882355,"LncRNA"
0,"ZFAS1","A549","g3","R1",0.414239,"LncRNA"
6,"ZFAS1","A549","g3","R1",0.7133207,"LncRNA"
12,"ZFAS1","A549","g3","R1",1,"LncRNA"
18,"ZFAS1","A549","g3","R1",1.237778,"LncRNA"
24,"ZFAS1","A549","g3","R1",1.471576,"LncRNA"
30,"ZFAS1","A549","g3","R1",1.667271,"LncRNA"
36,"ZFAS1","A549","g3","R1",1.823705,"LncRNA"
42,"ZFAS1","A549","g3","R1",1.995239,"LncRNA"
48,"ZFAS1","A549","g3","R1",2.217212,"LncRNA"
54,"ZFAS1","A549","g3","R1",2.436062,"LncRNA"
60,"ZFAS1","A549","g3","R1",2.688726,"LncRNA"
66,"ZFAS1","A549","g3","R1",2.908813,"LncRNA"
72,"ZFAS1","A549","g3","R1",3.130892,"LncRNA"
78,"ZFAS1","A549","g3","R1",3.360811,"LncRNA"
84,"ZFAS1","A549","g3","R1",3.5821,"LncRNA"
90,"ZFAS1","A549","g3","R1",3.771586,"LncRNA"
0,"ZFAS1","A549","g3","R2",0.3664577,"LncRNA"
6,"ZFAS1","A549","g3","R2",0.6761519,"LncRNA"
12,"ZFAS1","A549","g3","R2",1,"LncRNA"
18,"ZFAS1","A549","g3","R2",1.30256,"LncRNA"
24,"ZFAS1","A549","g3","R2",1.578955,"LncRNA"
30,"ZFAS1","A549","g3","R2",1.81653,"LncRNA"
36,"ZFAS1","A549","g3","R2",2.023584,"LncRNA"
42,"ZFAS1","A549","g3","R2",2.308831,"LncRNA"
48,"ZFAS1","A549","g3","R2",2.56211,"LncRNA"
54,"ZFAS1","A549","g3","R2",2.828659,"LncRNA"
60,"ZFAS1","A549","g3","R2",3.106427,"LncRNA"
66,"ZFAS1","A549","g3","R2",3.368986,"LncRNA"
72,"ZFAS1","A549","g3","R2",3.649369,"LncRNA"
78,"ZFAS1","A549","g3","R2",3.933604,"LncRNA"
84,"ZFAS1","A549","g3","R2",4.135897,"LncRNA"
90,"ZFAS1","A549","g3","R2",4.424797,"LncRNA"
0,"DTX2","A549","g1","R1",0.3565113,"NEG"
6,"DTX2","A549","g1","R1",0.6768011,"NEG"
12,"DTX2","A549","g1","R1",1,"NEG"
18,"DTX2","A549","g1","R1",1.337088,"NEG"
24,"DTX2","A549","g1","R1",1.81162,"NEG"
30,"DTX2","A549","g1","R1",2.284436,"NEG"
36,"DTX2","A549","g1","R1",2.875976,"NEG"
42,"DTX2","A549","g1","R1",3.708784,"NEG"
48,"DTX2","A549","g1","R1",4.632718,"NEG"
54,"DTX2","A549","g1","R1",5.770101,"NEG"
60,"DTX2","A549","g1","R1",7.003013,"NEG"
66,"DTX2","A549","g1","R1",8.267548,"NEG"
72,"DTX2","A549","g1","R1",9.565783,"NEG"
78,"DTX2","A549","g1","R1",10.69671,"NEG"
84,"DTX2","A549","g1","R1",11.63694,"NEG"
90,"DTX2","A549","g1","R1",12.39264,"NEG"
0,"DTX2","A549","g1","R2",0.2935399,"NEG"
6,"DTX2","A549","g1","R2",0.6323826,"NEG"
12,"DTX2","A549","g1","R2",1,"NEG"
18,"DTX2","A549","g1","R2",1.395942,"NEG"
24,"DTX2","A549","g1","R2",1.851717,"NEG"
30,"DTX2","A549","g1","R2",2.456544,"NEG"
36,"DTX2","A549","g1","R2",3.169897,"NEG"
42,"DTX2","A549","g1","R2",4.017867,"NEG"
48,"DTX2","A549","g1","R2",5.087393,"NEG"
54,"DTX2","A549","g1","R2",6.417445,"NEG"
60,"DTX2","A549","g1","R2",7.704827,"NEG"
66,"DTX2","A549","g1","R2",9.031541,"NEG"
72,"DTX2","A549","g1","R2",10.31114,"NEG"
78,"DTX2","A549","g1","R2",11.34363,"NEG"
84,"DTX2","A549","g1","R2",12.20338,"NEG"
90,"DTX2","A549","g1","R2",12.87169,"NEG"
0,"DTX2","A549","g2","R1",0.2653644,"NEG"
6,"DTX2","A549","g2","R1",0.5693557,"NEG"
12,"DTX2","A549","g2","R1",1,"NEG"
18,"DTX2","A549","g2","R1",1.589092,"NEG"
24,"DTX2","A549","g2","R1",2.249194,"NEG"
30,"DTX2","A549","g2","R1",2.988478,"NEG"
36,"DTX2","A549","g2","R1",3.84022,"NEG"
42,"DTX2","A549","g2","R1",5.066646,"NEG"
48,"DTX2","A549","g2","R1",6.372654,"NEG"
54,"DTX2","A549","g2","R1",7.920744,"NEG"
60,"DTX2","A549","g2","R1",9.639129,"NEG"
66,"DTX2","A549","g2","R1",11.3453,"NEG"
72,"DTX2","A549","g2","R1",12.99771,"NEG"
78,"DTX2","A549","g2","R1",14.28879,"NEG"
84,"DTX2","A549","g2","R1",15.43464,"NEG"
90,"DTX2","A549","g2","R1",16.59349,"NEG"
0,"DTX2","A549","g2","R2",0.2565286,"NEG"
6,"DTX2","A549","g2","R2",0.5769353,"NEG"
12,"DTX2","A549","g2","R2",1,"NEG"
18,"DTX2","A549","g2","R2",1.527603,"NEG"
24,"DTX2","A549","g2","R2",2.172377,"NEG"
30,"DTX2","A549","g2","R2",2.909523,"NEG"
36,"DTX2","A549","g2","R2",3.751378,"NEG"
42,"DTX2","A549","g2","R2",4.775537,"NEG"
48,"DTX2","A549","g2","R2",6.204394,"NEG"
54,"DTX2","A549","g2","R2",7.744128,"NEG"
60,"DTX2","A549","g2","R2",9.289971,"NEG"
66,"DTX2","A549","g2","R2",10.93858,"NEG"
72,"DTX2","A549","g2","R2",12.44911,"NEG"
78,"DTX2","A549","g2","R2",13.80817,"NEG"
84,"DTX2","A549","g2","R2",15.00869,"NEG"
90,"DTX2","A549","g2","R2",15.84335,"NEG"
0,"DTX2","A549","g3","R1",0.3185279,"NEG"
6,"DTX2","A549","g3","R1",0.642279,"NEG"
12,"DTX2","A549","g3","R1",1,"NEG"
18,"DTX2","A549","g3","R1",1.381779,"NEG"
24,"DTX2","A549","g3","R1",1.829605,"NEG"
30,"DTX2","A549","g3","R1",2.30848,"NEG"
36,"DTX2","A549","g3","R1",2.858079,"NEG"
42,"DTX2","A549","g3","R1",3.510451,"NEG"
48,"DTX2","A549","g3","R1",4.194757,"NEG"
54,"DTX2","A549","g3","R1",5.029924,"NEG"
60,"DTX2","A549","g3","R1",5.842359,"NEG"
66,"DTX2","A549","g3","R1",6.773661,"NEG"
72,"DTX2","A549","g3","R1",7.602,"NEG"
78,"DTX2","A549","g3","R1",8.323888,"NEG"
84,"DTX2","A549","g3","R1",9.025148,"NEG"
90,"DTX2","A549","g3","R1",9.392,"NEG"
0,"DTX2","A549","g3","R2",0.2995447,"NEG"
6,"DTX2","A549","g3","R2",0.6120561,"NEG"
12,"DTX2","A549","g3","R2",1,"NEG"
18,"DTX2","A549","g3","R2",1.425083,"NEG"
24,"DTX2","A549","g3","R2",1.876019,"NEG"
30,"DTX2","A549","g3","R2",2.341224,"NEG"
36,"DTX2","A549","g3","R2",2.792149,"NEG"
42,"DTX2","A549","g3","R2",3.350802,"NEG"
48,"DTX2","A549","g3","R2",3.920468,"NEG"
54,"DTX2","A549","g3","R2",4.449576,"NEG"
60,"DTX2","A549","g3","R2",4.952553,"NEG"
66,"DTX2","A549","g3","R2",5.541663,"NEG"
72,"DTX2","A549","g3","R2",5.943058,"NEG"
78,"DTX2","A549","g3","R2",6.353414,"NEG"
84,"DTX2","A549","g3","R2",6.616014,"NEG"
90,"DTX2","A549","g3","R2",6.825381,"NEG"
0,"SNHG6.TR1","A549","g1","R1",0.2657681,"LncRNA"
6,"SNHG6.TR1","A549","g1","R1",0.6150256,"LncRNA"
12,"SNHG6.TR1","A549","g1","R1",1,"LncRNA"
18,"SNHG6.TR1","A549","g1","R1",1.402439,"LncRNA"
24,"SNHG6.TR1","A549","g1","R1",1.832072,"LncRNA"
30,"SNHG6.TR1","A549","g1","R1",2.268772,"LncRNA"
36,"SNHG6.TR1","A549","g1","R1",2.648376,"LncRNA"
42,"SNHG6.TR1","A549","g1","R1",3.007162,"LncRNA"
48,"SNHG6.TR1","A549","g1","R1",3.411834,"LncRNA"
54,"SNHG6.TR1","A549","g1","R1",3.695181,"LncRNA"
60,"SNHG6.TR1","A549","g1","R1",4.003539,"LncRNA"
66,"SNHG6.TR1","A549","g1","R1",4.256307,"LncRNA"
72,"SNHG6.TR1","A549","g1","R1",4.525645,"LncRNA"
78,"SNHG6.TR1","A549","g1","R1",4.651371,"LncRNA"
84,"SNHG6.TR1","A549","g1","R1",4.737988,"LncRNA"
90,"SNHG6.TR1","A549","g1","R1",4.892782,"LncRNA"
0,"SNHG6.TR1","A549","g1","R2",0.3014431,"LncRNA"
6,"SNHG6.TR1","A549","g1","R2",0.6288247,"LncRNA"
12,"SNHG6.TR1","A549","g1","R2",1,"LncRNA"
18,"SNHG6.TR1","A549","g1","R2",1.405589,"LncRNA"
24,"SNHG6.TR1","A549","g1","R2",1.829436,"LncRNA"
30,"SNHG6.TR1","A549","g1","R2",2.278695,"LncRNA"
36,"SNHG6.TR1","A549","g1","R2",2.751512,"LncRNA"
42,"SNHG6.TR1","A549","g1","R2",3.243441,"LncRNA"
48,"SNHG6.TR1","A549","g1","R2",3.781995,"LncRNA"
54,"SNHG6.TR1","A549","g1","R2",4.360778,"LncRNA"
60,"SNHG6.TR1","A549","g1","R2",4.969139,"LncRNA"
66,"SNHG6.TR1","A549","g1","R2",5.581509,"LncRNA"
72,"SNHG6.TR1","A549","g1","R2",6.080567,"LncRNA"
78,"SNHG6.TR1","A549","g1","R2",6.530992,"LncRNA"
84,"SNHG6.TR1","A549","g1","R2",7.055857,"LncRNA"
90,"SNHG6.TR1","A549","g1","R2",7.385952,"LncRNA"
0,"SNHG6.TR1","A549","g2","R1",0.2585763,"LncRNA"
6,"SNHG6.TR1","A549","g2","R1",0.6074761,"LncRNA"
12,"SNHG6.TR1","A549","g2","R1",1,"LncRNA"
18,"SNHG6.TR1","A549","g2","R1",1.510013,"LncRNA"
24,"SNHG6.TR1","A549","g2","R1",2.103837,"LncRNA"
30,"SNHG6.TR1","A549","g2","R1",2.79116,"LncRNA"
36,"SNHG6.TR1","A549","g2","R1",3.457741,"LncRNA"
42,"SNHG6.TR1","A549","g2","R1",4.186233,"LncRNA"
48,"SNHG6.TR1","A549","g2","R1",5.151958,"LncRNA"
54,"SNHG6.TR1","A549","g2","R1",6.110723,"LncRNA"
60,"SNHG6.TR1","A549","g2","R1",6.928499,"LncRNA"
66,"SNHG6.TR1","A549","g2","R1",7.998278,"LncRNA"
72,"SNHG6.TR1","A549","g2","R1",8.954062,"LncRNA"
78,"SNHG6.TR1","A549","g2","R1",9.606721,"LncRNA"
84,"SNHG6.TR1","A549","g2","R1",10.26999,"LncRNA"
90,"SNHG6.TR1","A549","g2","R1",10.88283,"LncRNA"
0,"SNHG6.TR1","A549","g2","R2",0.2476735,"LncRNA"
6,"SNHG6.TR1","A549","g2","R2",0.5978326,"LncRNA"
12,"SNHG6.TR1","A549","g2","R2",1,"LncRNA"
18,"SNHG6.TR1","A549","g2","R2",1.446476,"LncRNA"
24,"SNHG6.TR1","A549","g2","R2",1.961586,"LncRNA"
30,"SNHG6.TR1","A549","g2","R2",2.516418,"LncRNA"
36,"SNHG6.TR1","A549","g2","R2",3.122008,"LncRNA"
42,"SNHG6.TR1","A549","g2","R2",3.86697,"LncRNA"
48,"SNHG6.TR1","A549","g2","R2",4.685363,"LncRNA"
54,"SNHG6.TR1","A549","g2","R2",5.47566,"LncRNA"
60,"SNHG6.TR1","A549","g2","R2",6.400478,"LncRNA"
66,"SNHG6.TR1","A549","g2","R2",7.235095,"LncRNA"
72,"SNHG6.TR1","A549","g2","R2",8.056804,"LncRNA"
78,"SNHG6.TR1","A549","g2","R2",8.870876,"LncRNA"
84,"SNHG6.TR1","A549","g2","R2",9.661152,"LncRNA"
90,"SNHG6.TR1","A549","g2","R2",10.26314,"LncRNA"
0,"SNHG6.TR1","A549","g3","R1",0.2757083,"LncRNA"
6,"SNHG6.TR1","A549","g3","R1",0.5706272,"LncRNA"
12,"SNHG6.TR1","A549","g3","R1",1,"LncRNA"
18,"SNHG6.TR1","A549","g3","R1",1.495834,"LncRNA"
24,"SNHG6.TR1","A549","g3","R1",2.016737,"LncRNA"
30,"SNHG6.TR1","A549","g3","R1",2.709436,"LncRNA"
36,"SNHG6.TR1","A549","g3","R1",3.573476,"LncRNA"
42,"SNHG6.TR1","A549","g3","R1",4.506525,"LncRNA"
48,"SNHG6.TR1","A549","g3","R1",5.583731,"LncRNA"
54,"SNHG6.TR1","A549","g3","R1",6.767746,"LncRNA"
60,"SNHG6.TR1","A549","g3","R1",7.85439,"LncRNA"
66,"SNHG6.TR1","A549","g3","R1",8.886876,"LncRNA"
72,"SNHG6.TR1","A549","g3","R1",9.823814,"LncRNA"
78,"SNHG6.TR1","A549","g3","R1",10.72806,"LncRNA"
84,"SNHG6.TR1","A549","g3","R1",11.38915,"LncRNA"
90,"SNHG6.TR1","A549","g3","R1",11.95043,"LncRNA"
0,"SNHG6.TR1","A549","g3","R2",0.2880957,"LncRNA"
6,"SNHG6.TR1","A549","g3","R2",0.5882884,"LncRNA"
12,"SNHG6.TR1","A549","g3","R2",1,"LncRNA"
18,"SNHG6.TR1","A549","g3","R2",1.539121,"LncRNA"
24,"SNHG6.TR1","A549","g3","R2",2.119581,"LncRNA"
30,"SNHG6.TR1","A549","g3","R2",2.92584,"LncRNA"
36,"SNHG6.TR1","A549","g3","R2",3.694875,"LncRNA"
42,"SNHG6.TR1","A549","g3","R2",4.769273,"LncRNA"
48,"SNHG6.TR1","A549","g3","R2",5.949674,"LncRNA"
54,"SNHG6.TR1","A549","g3","R2",7.071415,"LncRNA"
60,"SNHG6.TR1","A549","g3","R2",8.381011,"LncRNA"
66,"SNHG6.TR1","A549","g3","R2",9.651237,"LncRNA"
72,"SNHG6.TR1","A549","g3","R2",10.93108,"LncRNA"
78,"SNHG6.TR1","A549","g3","R2",11.90602,"LncRNA"
84,"SNHG6.TR1","A549","g3","R2",12.57643,"LncRNA"
90,"SNHG6.TR1","A549","g3","R2",13.36978,"LncRNA"
0,"KRT86","A549","g1","R1",0.2773605,"NEG"
6,"KRT86","A549","g1","R1",0.5993034,"NEG"
12,"KRT86","A549","g1","R1",1,"NEG"
18,"KRT86","A549","g1","R1",1.515747,"NEG"
24,"KRT86","A549","g1","R1",2.084578,"NEG"
30,"KRT86","A549","g1","R1",2.899848,"NEG"
36,"KRT86","A549","g1","R1",3.845552,"NEG"
42,"KRT86","A549","g1","R1",4.917138,"NEG"
48,"KRT86","A549","g1","R1",6.490895,"NEG"
54,"KRT86","A549","g1","R1",8.105863,"NEG"
60,"KRT86","A549","g1","R1",9.832803,"NEG"
66,"KRT86","A549","g1","R1",11.74449,"NEG"
72,"KRT86","A549","g1","R1",13.67142,"NEG"
78,"KRT86","A549","g1","R1",15.54703,"NEG"
84,"KRT86","A549","g1","R1",17.03894,"NEG"
90,"KRT86","A549","g1","R1",18.26656,"NEG"
0,"KRT86","A549","g1","R2",0.256312,"NEG"
6,"KRT86","A549","g1","R2",0.6110299,"NEG"
12,"KRT86","A549","g1","R2",1,"NEG"
18,"KRT86","A549","g1","R2",1.616678,"NEG"
24,"KRT86","A549","g1","R2",2.186689,"NEG"
30,"KRT86","A549","g1","R2",3.00655,"NEG"
36,"KRT86","A549","g1","R2",3.867651,"NEG"
42,"KRT86","A549","g1","R2",4.939565,"NEG"
48,"KRT86","A549","g1","R2",6.396503,"NEG"
54,"KRT86","A549","g1","R2",8.07259,"NEG"
60,"KRT86","A549","g1","R2",9.96034,"NEG"
66,"KRT86","A549","g1","R2",12.047,"NEG"
72,"KRT86","A549","g1","R2",13.93788,"NEG"
78,"KRT86","A549","g1","R2",15.74367,"NEG"
84,"KRT86","A549","g1","R2",17.15826,"NEG"
90,"KRT86","A549","g1","R2",18.52845,"NEG"
0,"KRT86","A549","g2","R1",0.2597997,"NEG"
6,"KRT86","A549","g2","R1",0.5700464,"NEG"
12,"KRT86","A549","g2","R1",1,"NEG"
18,"KRT86","A549","g2","R1",1.501519,"NEG"
24,"KRT86","A549","g2","R1",2.125506,"NEG"
30,"KRT86","A549","g2","R1",2.788981,"NEG"
36,"KRT86","A549","g2","R1",3.798897,"NEG"
42,"KRT86","A549","g2","R1",4.876183,"NEG"
48,"KRT86","A549","g2","R1",6.289434,"NEG"
54,"KRT86","A549","g2","R1",8.048408,"NEG"
60,"KRT86","A549","g2","R1",10.28526,"NEG"
66,"KRT86","A549","g2","R1",12.73661,"NEG"
72,"KRT86","A549","g2","R1",15.67977,"NEG"
78,"KRT86","A549","g2","R1",18.41266,"NEG"
84,"KRT86","A549","g2","R1",20.90991,"NEG"
90,"KRT86","A549","g2","R1",23.15603,"NEG"
0,"KRT86","A549","g2","R2",0.2893119,"NEG"
6,"KRT86","A549","g2","R2",0.5622184,"NEG"
12,"KRT86","A549","g2","R2",1,"NEG"
18,"KRT86","A549","g2","R2",1.56134,"NEG"
24,"KRT86","A549","g2","R2",2.278045,"NEG"
30,"KRT86","A549","g2","R2",3.106342,"NEG"
36,"KRT86","A549","g2","R2",4.007851,"NEG"
42,"KRT86","A549","g2","R2",5.219655,"NEG"
48,"KRT86","A549","g2","R2",6.813982,"NEG"
54,"KRT86","A549","g2","R2",8.564046,"NEG"
60,"KRT86","A549","g2","R2",10.916,"NEG"
66,"KRT86","A549","g2","R2",13.7015,"NEG"
72,"KRT86","A549","g2","R2",16.22289,"NEG"
78,"KRT86","A549","g2","R2",19.22935,"NEG"
84,"KRT86","A549","g2","R2",21.65777,"NEG"
90,"KRT86","A549","g2","R2",23.91798,"NEG"
0,"KRT86","A549","g3","R1",0.2602095,"NEG"
6,"KRT86","A549","g3","R1",0.5811443,"NEG"
12,"KRT86","A549","g3","R1",1,"NEG"
18,"KRT86","A549","g3","R1",1.580596,"NEG"
24,"KRT86","A549","g3","R1",2.139908,"NEG"
30,"KRT86","A549","g3","R1",2.812084,"NEG"
36,"KRT86","A549","g3","R1",3.740581,"NEG"
42,"KRT86","A549","g3","R1",4.751841,"NEG"
48,"KRT86","A549","g3","R1",6.230536,"NEG"
54,"KRT86","A549","g3","R1",7.796371,"NEG"
60,"KRT86","A549","g3","R1",9.728121,"NEG"
66,"KRT86","A549","g3","R1",11.7164,"NEG"
72,"KRT86","A549","g3","R1",13.97795,"NEG"
78,"KRT86","A549","g3","R1",15.79567,"NEG"
84,"KRT86","A549","g3","R1",17.71056,"NEG"
90,"KRT86","A549","g3","R1",19.02712,"NEG"
0,"KRT86","A549","g3","R2",0.2718896,"NEG"
6,"KRT86","A549","g3","R2",0.6146367,"NEG"
12,"KRT86","A549","g3","R2",1,"NEG"
18,"KRT86","A549","g3","R2",1.471076,"NEG"
24,"KRT86","A549","g3","R2",2.058255,"NEG"
30,"KRT86","A549","g3","R2",2.777282,"NEG"
36,"KRT86","A549","g3","R2",3.299079,"NEG"
42,"KRT86","A549","g3","R2",4.123192,"NEG"
48,"KRT86","A549","g3","R2",5.070898,"NEG"
54,"KRT86","A549","g3","R2",5.936215,"NEG"
60,"KRT86","A549","g3","R2",6.937393,"NEG"
66,"KRT86","A549","g3","R2",8.007625,"NEG"
72,"KRT86","A549","g3","R2",8.880233,"NEG"
78,"KRT86","A549","g3","R2",9.744164,"NEG"
84,"KRT86","A549","g3","R2",10.49035,"NEG"
90,"KRT86","A549","g3","R2",10.96367,"NEG"
0,"SNHG6.TR2","A549","g1","R1",0.2973349,"LncRNA"
6,"SNHG6.TR2","A549","g1","R1",0.6332422,"LncRNA"
12,"SNHG6.TR2","A549","g1","R1",1,"LncRNA"
18,"SNHG6.TR2","A549","g1","R1",1.420056,"LncRNA"
24,"SNHG6.TR2","A549","g1","R1",1.941511,"LncRNA"
30,"SNHG6.TR2","A549","g1","R1",2.482866,"LncRNA"
36,"SNHG6.TR2","A549","g1","R1",3.050256,"LncRNA"
42,"SNHG6.TR2","A549","g1","R1",3.652986,"LncRNA"
48,"SNHG6.TR2","A549","g1","R1",4.428681,"LncRNA"
54,"SNHG6.TR2","A549","g1","R1",5.097577,"LncRNA"
60,"SNHG6.TR2","A549","g1","R1",5.922043,"LncRNA"
66,"SNHG6.TR2","A549","g1","R1",6.640228,"LncRNA"
72,"SNHG6.TR2","A549","g1","R1",7.4114,"LncRNA"
78,"SNHG6.TR2","A549","g1","R1",7.993935,"LncRNA"
84,"SNHG6.TR2","A549","g1","R1",8.453143,"LncRNA"
90,"SNHG6.TR2","A549","g1","R1",8.880893,"LncRNA"
0,"SNHG6.TR2","A549","g1","R2",0.260107,"LncRNA"
6,"SNHG6.TR2","A549","g1","R2",0.5882961,"LncRNA"
12,"SNHG6.TR2","A549","g1","R2",1,"LncRNA"
18,"SNHG6.TR2","A549","g1","R2",1.436387,"LncRNA"
24,"SNHG6.TR2","A549","g1","R2",2.01722,"LncRNA"
30,"SNHG6.TR2","A549","g1","R2",2.655725,"LncRNA"
36,"SNHG6.TR2","A549","g1","R2",3.477861,"LncRNA"
42,"SNHG6.TR2","A549","g1","R2",4.391472,"LncRNA"
48,"SNHG6.TR2","A549","g1","R2",5.515279,"LncRNA"
54,"SNHG6.TR2","A549","g1","R2",6.924446,"LncRNA"
60,"SNHG6.TR2","A549","g1","R2",8.32683,"LncRNA"
66,"SNHG6.TR2","A549","g1","R2",9.747006,"LncRNA"
72,"SNHG6.TR2","A549","g1","R2",10.91166,"LncRNA"
78,"SNHG6.TR2","A549","g1","R2",12.12803,"LncRNA"
84,"SNHG6.TR2","A549","g1","R2",13.10884,"LncRNA"
90,"SNHG6.TR2","A549","g1","R2",13.90276,"LncRNA"
0,"NTControl2","A549","g2","R1",0.3046108,"NTControl2"
6,"NTControl2","A549","g2","R1",0.5917534,"NTControl2"
12,"NTControl2","A549","g2","R1",1,"NTControl2"
18,"NTControl2","A549","g2","R1",1.501811,"NTControl2"
24,"NTControl2","A549","g2","R1",2.085564,"NTControl2"
30,"NTControl2","A549","g2","R1",2.796283,"NTControl2"
36,"NTControl2","A549","g2","R1",3.653694,"NTControl2"
42,"NTControl2","A549","g2","R1",4.860727,"NTControl2"
48,"NTControl2","A549","g2","R1",5.998306,"NTControl2"
54,"NTControl2","A549","g2","R1",7.674342,"NTControl2"
60,"NTControl2","A549","g2","R1",9.341367,"NTControl2"
66,"NTControl2","A549","g2","R1",10.9354,"NTControl2"
72,"NTControl2","A549","g2","R1",12.67106,"NTControl2"
78,"NTControl2","A549","g2","R1",13.89531,"NTControl2"
84,"NTControl2","A549","g2","R1",15.21145,"NTControl2"
90,"NTControl2","A549","g2","R1",16.14808,"NTControl2"
0,"NTControl2","A549","g2","R2",0.2997267,"NTControl2"
6,"NTControl2","A549","g2","R2",0.5848881,"NTControl2"
12,"NTControl2","A549","g2","R2",1,"NTControl2"
18,"NTControl2","A549","g2","R2",1.656369,"NTControl2"
24,"NTControl2","A549","g2","R2",2.344473,"NTControl2"
30,"NTControl2","A549","g2","R2",3.289886,"NTControl2"
36,"NTControl2","A549","g2","R2",4.278039,"NTControl2"
42,"NTControl2","A549","g2","R2",5.650599,"NTControl2"
48,"NTControl2","A549","g2","R2",7.327836,"NTControl2"
54,"NTControl2","A549","g2","R2",9.198767,"NTControl2"
60,"NTControl2","A549","g2","R2",11.40286,"NTControl2"
66,"NTControl2","A549","g2","R2",13.75178,"NTControl2"
72,"NTControl2","A549","g2","R2",16.16539,"NTControl2"
78,"NTControl2","A549","g2","R2",18.3222,"NTControl2"
84,"NTControl2","A549","g2","R2",20.29391,"NTControl2"
90,"NTControl2","A549","g2","R2",21.9515,"NTControl2"
0,"SNHG15","A549","g1","R1",0.2819298,"LncRNA"
6,"SNHG15","A549","g1","R1",0.615761,"LncRNA"
12,"SNHG15","A549","g1","R1",1,"LncRNA"
18,"SNHG15","A549","g1","R1",1.457668,"LncRNA"
24,"SNHG15","A549","g1","R1",1.866695,"LncRNA"
30,"SNHG15","A549","g1","R1",2.414268,"LncRNA"
36,"SNHG15","A549","g1","R1",2.976318,"LncRNA"
42,"SNHG15","A549","g1","R1",3.555866,"LncRNA"
48,"SNHG15","A549","g1","R1",4.286993,"LncRNA"
54,"SNHG15","A549","g1","R1",5.04521,"LncRNA"
60,"SNHG15","A549","g1","R1",5.878669,"LncRNA"
66,"SNHG15","A549","g1","R1",6.467888,"LncRNA"
72,"SNHG15","A549","g1","R1",7.03577,"LncRNA"
78,"SNHG15","A549","g1","R1",7.600379,"LncRNA"
84,"SNHG15","A549","g1","R1",8.069567,"LncRNA"
90,"SNHG15","A549","g1","R1",8.328373,"LncRNA"
0,"SNHG15","A549","g1","R2",0.2399209,"LncRNA"
6,"SNHG15","A549","g1","R2",0.5698221,"LncRNA"
12,"SNHG15","A549","g1","R2",1,"LncRNA"
18,"SNHG15","A549","g1","R2",1.524005,"LncRNA"
24,"SNHG15","A549","g1","R2",2.188817,"LncRNA"
30,"SNHG15","A549","g1","R2",2.932725,"LncRNA"
36,"SNHG15","A549","g1","R2",3.832528,"LncRNA"
42,"SNHG15","A549","g1","R2",4.89728,"LncRNA"
48,"SNHG15","A549","g1","R2",6.235895,"LncRNA"
54,"SNHG15","A549","g1","R2",7.761885,"LncRNA"
60,"SNHG15","A549","g1","R2",9.239483,"LncRNA"
66,"SNHG15","A549","g1","R2",10.59293,"LncRNA"
72,"SNHG15","A549","g1","R2",11.86347,"LncRNA"
78,"SNHG15","A549","g1","R2",12.99257,"LncRNA"
84,"SNHG15","A549","g1","R2",13.86387,"LncRNA"
90,"SNHG15","A549","g1","R2",14.46773,"LncRNA"
0,"SNHG15","A549","g2","R1",0.2347099,"LncRNA"
6,"SNHG15","A549","g2","R1",0.566228,"LncRNA"
12,"SNHG15","A549","g2","R1",1,"LncRNA"
18,"SNHG15","A549","g2","R1",1.555001,"LncRNA"
24,"SNHG15","A549","g2","R1",2.173095,"LncRNA"
30,"SNHG15","A549","g2","R1",2.848027,"LncRNA"
36,"SNHG15","A549","g2","R1",3.660135,"LncRNA"
42,"SNHG15","A549","g2","R1",4.461287,"LncRNA"
48,"SNHG15","A549","g2","R1",5.527226,"LncRNA"
54,"SNHG15","A549","g2","R1",6.579816,"LncRNA"
60,"SNHG15","A549","g2","R1",7.733264,"LncRNA"
66,"SNHG15","A549","g2","R1",8.817508,"LncRNA"
72,"SNHG15","A549","g2","R1",9.987409,"LncRNA"
