"Time_point","gene","cell_line","guide","replicate","value","biotype"
78,"SNHG15","A549","g2","R1",10.90752,"LncRNA"
84,"SNHG15","A549","g2","R1",11.79446,"LncRNA"
90,"SNHG15","A549","g2","R1",12.58824,"LncRNA"
0,"SNHG15","A549","g2","R2",0.2531907,"LncRNA"
6,"SNHG15","A549","g2","R2",0.5886037,"LncRNA"
12,"SNHG15","A549","g2","R2",1,"LncRNA"
18,"SNHG15","A549","g2","R2",1.399092,"LncRNA"
24,"SNHG15","A549","g2","R2",1.896795,"LncRNA"
30,"SNHG15","A549","g2","R2",2.463603,"LncRNA"
36,"SNHG15","A549","g2","R2",3.093608,"LncRNA"
42,"SNHG15","A549","g2","R2",3.730218,"LncRNA"
48,"SNHG15","A549","g2","R2",4.505186,"LncRNA"
54,"SNHG15","A549","g2","R2",5.304727,"LncRNA"
60,"SNHG15","A549","g2","R2",6.128706,"LncRNA"
66,"SNHG15","A549","g2","R2",6.95784,"LncRNA"
72,"SNHG15","A549","g2","R2",7.72229,"LncRNA"
78,"SNHG15","A549","g2","R2",8.387076,"LncRNA"
84,"SNHG15","A549","g2","R2",8.906954,"LncRNA"
90,"SNHG15","A549","g2","R2",9.433697,"LncRNA"
0,"SNHG15","A549","g3","R1",0.3177293,"LncRNA"
6,"SNHG15","A549","g3","R1",0.6617994,"LncRNA"
12,"SNHG15","A549","g3","R1",1,"LncRNA"
18,"SNHG15","A549","g3","R1",1.277652,"LncRNA"
24,"SNHG15","A549","g3","R1",1.526152,"LncRNA"
30,"SNHG15","A549","g3","R1",1.781503,"LncRNA"
36,"SNHG15","A549","g3","R1",1.907191,"LncRNA"
42,"SNHG15","A549","g3","R1",2.121202,"LncRNA"
48,"SNHG15","A549","g3","R1",2.291722,"LncRNA"
54,"SNHG15","A549","g3","R1",2.456231,"LncRNA"
60,"SNHG15","A549","g3","R1",2.653528,"LncRNA"
66,"SNHG15","A549","g3","R1",2.786422,"LncRNA"
72,"SNHG15","A549","g3","R1",2.990885,"LncRNA"
78,"SNHG15","A549","g3","R1",3.098851,"LncRNA"
84,"SNHG15","A549","g3","R1",3.188927,"LncRNA"
90,"SNHG15","A549","g3","R1",3.369342,"LncRNA"
0,"SNHG15","A549","g3","R2",0.317956,"LncRNA"
6,"SNHG15","A549","g3","R2",0.6503144,"LncRNA"
12,"SNHG15","A549","g3","R2",1,"LncRNA"
18,"SNHG15","A549","g3","R2",1.311338,"LncRNA"
24,"SNHG15","A549","g3","R2",1.551015,"LncRNA"
30,"SNHG15","A549","g3","R2",1.786836,"LncRNA"
36,"SNHG15","A549","g3","R2",1.986756,"LncRNA"
42,"SNHG15","A549","g3","R2",2.171835,"LncRNA"
48,"SNHG15","A549","g3","R2",2.343488,"LncRNA"
54,"SNHG15","A549","g3","R2",2.540489,"LncRNA"
60,"SNHG15","A549","g3","R2",2.701672,"LncRNA"
66,"SNHG15","A549","g3","R2",2.919899,"LncRNA"
72,"SNHG15","A549","g3","R2",3.14042,"LncRNA"
78,"SNHG15","A549","g3","R2",3.308078,"LncRNA"
84,"SNHG15","A549","g3","R2",3.443999,"LncRNA"
90,"SNHG15","A549","g3","R2",3.611033,"LncRNA"
0,"GAS5","A549","g1","R1",0.3625297,"LncRNA"
6,"GAS5","A549","g1","R1",0.6877751,"LncRNA"
12,"GAS5","A549","g1","R1",1,"LncRNA"
18,"GAS5","A549","g1","R1",1.240531,"LncRNA"
24,"GAS5","A549","g1","R1",1.357554,"LncRNA"
30,"GAS5","A549","g1","R1",1.516557,"LncRNA"
36,"GAS5","A549","g1","R1",1.608486,"LncRNA"
42,"GAS5","A549","g1","R1",1.643851,"LncRNA"
48,"GAS5","A549","g1","R1",1.722799,"LncRNA"
54,"GAS5","A549","g1","R1",1.745343,"LncRNA"
60,"GAS5","A549","g1","R1",1.807222,"LncRNA"
66,"GAS5","A549","g1","R1",1.846542,"LncRNA"
72,"GAS5","A549","g1","R1",1.850648,"LncRNA"
78,"GAS5","A549","g1","R1",1.868604,"LncRNA"
84,"GAS5","A549","g1","R1",1.9227,"LncRNA"
90,"GAS5","A549","g1","R1",1.902035,"LncRNA"
0,"GAS5","A549","g1","R2",0.3469402,"LncRNA"
6,"GAS5","A549","g1","R2",0.67377,"LncRNA"
12,"GAS5","A549","g1","R2",1,"LncRNA"
18,"GAS5","A549","g1","R2",1.240532,"LncRNA"
24,"GAS5","A549","g1","R2",1.428241,"LncRNA"
30,"GAS5","A549","g1","R2",1.585104,"LncRNA"
36,"GAS5","A549","g1","R2",1.710251,"LncRNA"
42,"GAS5","A549","g1","R2",1.862737,"LncRNA"
48,"GAS5","A549","g1","R2",1.960648,"LncRNA"
54,"GAS5","A549","g1","R2",2.043859,"LncRNA"
60,"GAS5","A549","g1","R2",2.129027,"LncRNA"
66,"GAS5","A549","g1","R2",2.174087,"LncRNA"
72,"GAS5","A549","g1","R2",2.261144,"LncRNA"
78,"GAS5","A549","g1","R2",2.342666,"LncRNA"
84,"GAS5","A549","g1","R2",2.350481,"LncRNA"
90,"GAS5","A549","g1","R2",2.404597,"LncRNA"
0,"GAS5","A549","g2","R1",0.3007385,"LncRNA"
6,"GAS5","A549","g2","R1",0.584944,"LncRNA"
12,"GAS5","A549","g2","R1",1,"LncRNA"
18,"GAS5","A549","g2","R1",1.396826,"LncRNA"
24,"GAS5","A549","g2","R1",1.845173,"LncRNA"
30,"GAS5","A549","g2","R1",2.295186,"LncRNA"
36,"GAS5","A549","g2","R1",2.722966,"LncRNA"
42,"GAS5","A549","g2","R1",3.182921,"LncRNA"
48,"GAS5","A549","g2","R1",3.642769,"LncRNA"
54,"GAS5","A549","g2","R1",4.10463,"LncRNA"
60,"GAS5","A549","g2","R1",4.575805,"LncRNA"
66,"GAS5","A549","g2","R1",4.969688,"LncRNA"
72,"GAS5","A549","g2","R1",5.424699,"LncRNA"
78,"GAS5","A549","g2","R1",5.805791,"LncRNA"
84,"GAS5","A549","g2","R1",6.156912,"LncRNA"
90,"GAS5","A549","g2","R1",6.406994,"LncRNA"
0,"GAS5","A549","g2","R2",0.309482,"LncRNA"
6,"GAS5","A549","g2","R2",0.6333215,"LncRNA"
12,"GAS5","A549","g2","R2",1,"LncRNA"
18,"GAS5","A549","g2","R2",1.411555,"LncRNA"
24,"GAS5","A549","g2","R2",1.852939,"LncRNA"
30,"GAS5","A549","g2","R2",2.259252,"LncRNA"
36,"GAS5","A549","g2","R2",2.664536,"LncRNA"
42,"GAS5","A549","g2","R2",3.039186,"LncRNA"
48,"GAS5","A549","g2","R2",3.550658,"LncRNA"
54,"GAS5","A549","g2","R2",3.960819,"LncRNA"
60,"GAS5","A549","g2","R2",4.356111,"LncRNA"
66,"GAS5","A549","g2","R2",4.825171,"LncRNA"
72,"GAS5","A549","g2","R2",5.222848,"LncRNA"
78,"GAS5","A549","g2","R2",5.520592,"LncRNA"
84,"GAS5","A549","g2","R2",5.788136,"LncRNA"
90,"GAS5","A549","g2","R2",6.037314,"LncRNA"
0,"GAS5","A549","g3","R1",0.37914,"LncRNA"
6,"GAS5","A549","g3","R1",0.7062209,"LncRNA"
12,"GAS5","A549","g3","R1",1,"LncRNA"
18,"GAS5","A549","g3","R1",1.24047,"LncRNA"
24,"GAS5","A549","g3","R1",1.411276,"LncRNA"
30,"GAS5","A549","g3","R1",1.517835,"LncRNA"
36,"GAS5","A549","g3","R1",1.653968,"LncRNA"
42,"GAS5","A549","g3","R1",1.757102,"LncRNA"
48,"GAS5","A549","g3","R1",1.851799,"LncRNA"
54,"GAS5","A549","g3","R1",1.948099,"LncRNA"
60,"GAS5","A549","g3","R1",2.065875,"LncRNA"
66,"GAS5","A549","g3","R1",2.179742,"LncRNA"
72,"GAS5","A549","g3","R1",2.290161,"LncRNA"
78,"GAS5","A549","g3","R1",2.371746,"LncRNA"
84,"GAS5","A549","g3","R1",2.46342,"LncRNA"
90,"GAS5","A549","g3","R1",2.529295,"LncRNA"
0,"GAS5","A549","g3","R2",0.3831187,"LncRNA"
6,"GAS5","A549","g3","R2",0.6931848,"LncRNA"
12,"GAS5","A549","g3","R2",1,"LncRNA"
18,"GAS5","A549","g3","R2",1.215769,"LncRNA"
24,"GAS5","A549","g3","R2",1.460296,"LncRNA"
30,"GAS5","A549","g3","R2",1.613868,"LncRNA"
36,"GAS5","A549","g3","R2",1.748417,"LncRNA"
42,"GAS5","A549","g3","R2",1.863134,"LncRNA"
48,"GAS5","A549","g3","R2",1.978301,"LncRNA"
54,"GAS5","A549","g3","R2",2.100322,"LncRNA"
60,"GAS5","A549","g3","R2",2.219866,"LncRNA"
66,"GAS5","A549","g3","R2",2.298767,"LncRNA"
72,"GAS5","A549","g3","R2",2.408573,"LncRNA"
78,"GAS5","A549","g3","R2",2.451963,"LncRNA"
84,"GAS5","A549","g3","R2",2.556584,"LncRNA"
90,"GAS5","A549","g3","R2",2.670794,"LncRNA"
0,"LINCPINT","A549","g1","R1",0.3995237,"LncRNA"
6,"LINCPINT","A549","g1","R1",0.7205877,"LncRNA"
12,"LINCPINT","A549","g1","R1",1,"LncRNA"
18,"LINCPINT","A549","g1","R1",1.201447,"LncRNA"
24,"LINCPINT","A549","g1","R1",1.351022,"LncRNA"
30,"LINCPINT","A549","g1","R1",1.439495,"LncRNA"
36,"LINCPINT","A549","g1","R1",1.509072,"LncRNA"
42,"LINCPINT","A549","g1","R1",1.53083,"LncRNA"
48,"LINCPINT","A549","g1","R1",1.530665,"LncRNA"
54,"LINCPINT","A549","g1","R1",1.581332,"LncRNA"
60,"LINCPINT","A549","g1","R1",1.608007,"LncRNA"
66,"LINCPINT","A549","g1","R1",1.653642,"LncRNA"
72,"LINCPINT","A549","g1","R1",1.653035,"LncRNA"
78,"LINCPINT","A549","g1","R1",1.642041,"LncRNA"
84,"LINCPINT","A549","g1","R1",1.533346,"LncRNA"
90,"LINCPINT","A549","g1","R1",1.468792,"LncRNA"
0,"LINCPINT","A549","g1","R2",0.371798,"LncRNA"
6,"LINCPINT","A549","g1","R2",0.6865612,"LncRNA"
12,"LINCPINT","A549","g1","R2",1,"LncRNA"
18,"LINCPINT","A549","g1","R2",1.219519,"LncRNA"
24,"LINCPINT","A549","g1","R2",1.419409,"LncRNA"
30,"LINCPINT","A549","g1","R2",1.561643,"LncRNA"
36,"LINCPINT","A549","g1","R2",1.630897,"LncRNA"
42,"LINCPINT","A549","g1","R2",1.704668,"LncRNA"
48,"LINCPINT","A549","g1","R2",1.748625,"LncRNA"
54,"LINCPINT","A549","g1","R2",1.801418,"LncRNA"
60,"LINCPINT","A549","g1","R2",1.857769,"LncRNA"
66,"LINCPINT","A549","g1","R2",1.889573,"LncRNA"
72,"LINCPINT","A549","g1","R2",1.876472,"LncRNA"
78,"LINCPINT","A549","g1","R2",1.904451,"LncRNA"
84,"LINCPINT","A549","g1","R2",1.935227,"LncRNA"
90,"LINCPINT","A549","g1","R2",1.977894,"LncRNA"
0,"LINCPINT","A549","g2","R1",0.2839011,"LncRNA"
6,"LINCPINT","A549","g2","R1",0.5884571,"LncRNA"
12,"LINCPINT","A549","g2","R1",1,"LncRNA"
18,"LINCPINT","A549","g2","R1",1.443323,"LncRNA"
24,"LINCPINT","A549","g2","R1",1.751902,"LncRNA"
30,"LINCPINT","A549","g2","R1",2.059864,"LncRNA"
36,"LINCPINT","A549","g2","R1",2.37109,"LncRNA"
42,"LINCPINT","A549","g2","R1",2.641136,"LncRNA"
48,"LINCPINT","A549","g2","R1",2.853939,"LncRNA"
54,"LINCPINT","A549","g2","R1",3.050187,"LncRNA"
60,"LINCPINT","A549","g2","R1",3.209622,"LncRNA"
66,"LINCPINT","A549","g2","R1",3.327381,"LncRNA"
72,"LINCPINT","A549","g2","R1",3.468954,"LncRNA"
78,"LINCPINT","A549","g2","R1",3.513868,"LncRNA"
84,"LINCPINT","A549","g2","R1",3.597942,"LncRNA"
90,"LINCPINT","A549","g2","R1",3.700771,"LncRNA"
0,"LINCPINT","A549","g2","R2",0.2985542,"LncRNA"
6,"LINCPINT","A549","g2","R2",0.6201167,"LncRNA"
12,"LINCPINT","A549","g2","R2",1,"LncRNA"
18,"LINCPINT","A549","g2","R2",1.379219,"LncRNA"
24,"LINCPINT","A549","g2","R2",1.747993,"LncRNA"
30,"LINCPINT","A549","g2","R2",2.090145,"LncRNA"
36,"LINCPINT","A549","g2","R2",2.425035,"LncRNA"
42,"LINCPINT","A549","g2","R2",2.635565,"LncRNA"
48,"LINCPINT","A549","g2","R2",2.837584,"LncRNA"
54,"LINCPINT","A549","g2","R2",3.034483,"LncRNA"
60,"LINCPINT","A549","g2","R2",3.218112,"LncRNA"
66,"LINCPINT","A549","g2","R2",3.399086,"LncRNA"
72,"LINCPINT","A549","g2","R2",3.53393,"LncRNA"
78,"LINCPINT","A549","g2","R2",3.643943,"LncRNA"
84,"LINCPINT","A549","g2","R2",3.693304,"LncRNA"
90,"LINCPINT","A549","g2","R2",3.777679,"LncRNA"
0,"LINCPINT","A549","g3","R1",0.3794605,"LncRNA"
6,"LINCPINT","A549","g3","R1",0.7096781,"LncRNA"
12,"LINCPINT","A549","g3","R1",1,"LncRNA"
18,"LINCPINT","A549","g3","R1",1.304556,"LncRNA"
24,"LINCPINT","A549","g3","R1",1.587897,"LncRNA"
30,"LINCPINT","A549","g3","R1",1.783312,"LncRNA"
36,"LINCPINT","A549","g3","R1",1.956231,"LncRNA"
42,"LINCPINT","A549","g3","R1",2.132184,"LncRNA"
48,"LINCPINT","A549","g3","R1",2.277716,"LncRNA"
54,"LINCPINT","A549","g3","R1",2.41542,"LncRNA"
60,"LINCPINT","A549","g3","R1",2.432851,"LncRNA"
66,"LINCPINT","A549","g3","R1",2.515038,"LncRNA"
72,"LINCPINT","A549","g3","R1",2.644429,"LncRNA"
78,"LINCPINT","A549","g3","R1",2.686867,"LncRNA"
84,"LINCPINT","A549","g3","R1",2.741236,"LncRNA"
90,"LINCPINT","A549","g3","R1",2.810734,"LncRNA"
0,"LINCPINT","A549","g3","R2",0.3612774,"LncRNA"
6,"LINCPINT","A549","g3","R2",0.6699011,"LncRNA"
12,"LINCPINT","A549","g3","R2",1,"LncRNA"
18,"LINCPINT","A549","g3","R2",1.280201,"LncRNA"
24,"LINCPINT","A549","g3","R2",1.564517,"LncRNA"
30,"LINCPINT","A549","g3","R2",1.78969,"LncRNA"
36,"LINCPINT","A549","g3","R2",1.989853,"LncRNA"
42,"LINCPINT","A549","g3","R2",2.152816,"LncRNA"
48,"LINCPINT","A549","g3","R2",2.285862,"LncRNA"
54,"LINCPINT","A549","g3","R2",2.380349,"LncRNA"
60,"LINCPINT","A549","g3","R2",2.464343,"LncRNA"
66,"LINCPINT","A549","g3","R2",2.529697,"LncRNA"
72,"LINCPINT","A549","g3","R2",2.584889,"LncRNA"
78,"LINCPINT","A549","g3","R2",2.684277,"LncRNA"
84,"LINCPINT","A549","g3","R2",2.726656,"LncRNA"
90,"LINCPINT","A549","g3","R2",2.747283,"LncRNA"
