"Time_point","gene","cell_line","guide","replicate","value","biotype"
78,"ZFAS1","H1299","g1","R2",13.42753,"LncRNA"
84,"ZFAS1","H1299","g1","R2",15.0496,"LncRNA"
90,"ZFAS1","H1299","g1","R2",17.25569,"LncRNA"
0,"ZFAS1","H1299","g2","R1",0.4811707,"LncRNA"
6,"ZFAS1","H1299","g2","R1",0.645466,"LncRNA"
12,"ZFAS1","H1299","g2","R1",1,"LncRNA"
18,"ZFAS1","H1299","g2","R1",1.427615,"LncRNA"
24,"ZFAS1","H1299","g2","R1",1.92268,"LncRNA"
30,"ZFAS1","H1299","g2","R1",2.548303,"LncRNA"
36,"ZFAS1","H1299","g2","R1",3.225934,"LncRNA"
42,"ZFAS1","H1299","g2","R1",3.945503,"LncRNA"
48,"ZFAS1","H1299","g2","R1",5.023075,"LncRNA"
54,"ZFAS1","H1299","g2","R1",6.232427,"LncRNA"
60,"ZFAS1","H1299","g2","R1",7.577316,"LncRNA"
66,"ZFAS1","H1299","g2","R1",9.191645,"LncRNA"
72,"ZFAS1","H1299","g2","R1",10.75986,"LncRNA"
78,"ZFAS1","H1299","g2","R1",12.51094,"LncRNA"
84,"ZFAS1","H1299","g2","R1",14.36348,"LncRNA"
90,"ZFAS1","H1299","g2","R1",15.91101,"LncRNA"
0,"ZFAS1","H1299","g2","R2",0.5224913,"LncRNA"
6,"ZFAS1","H1299","g2","R2",0.6569344,"LncRNA"
12,"ZFAS1","H1299","g2","R2",1,"LncRNA"
18,"ZFAS1","H1299","g2","R2",1.468312,"LncRNA"
24,"ZFAS1","H1299","g2","R2",2.05016,"LncRNA"
30,"ZFAS1","H1299","g2","R2",2.656334,"LncRNA"
36,"ZFAS1","H1299","g2","R2",3.388151,"LncRNA"
42,"ZFAS1","H1299","g2","R2",4.291743,"LncRNA"
48,"ZFAS1","H1299","g2","R2",5.312004,"LncRNA"
54,"ZFAS1","H1299","g2","R2",6.527164,"LncRNA"
60,"ZFAS1","H1299","g2","R2",7.978178,"LncRNA"
66,"ZFAS1","H1299","g2","R2",9.562236,"LncRNA"
72,"ZFAS1","H1299","g2","R2",11.17124,"LncRNA"
78,"ZFAS1","H1299","g2","R2",12.86752,"LncRNA"
84,"ZFAS1","H1299","g2","R2",14.57726,"LncRNA"
90,"ZFAS1","H1299","g2","R2",16.28539,"LncRNA"
0,"ZFAS1","H1299","g3","R1",0.4729914,"LncRNA"
6,"ZFAS1","H1299","g3","R1",0.7077685,"LncRNA"
12,"ZFAS1","H1299","g3","R1",1,"LncRNA"
18,"ZFAS1","H1299","g3","R1",1.341741,"LncRNA"
24,"ZFAS1","H1299","g3","R1",1.606531,"LncRNA"
30,"ZFAS1","H1299","g3","R1",1.929764,"LncRNA"
36,"ZFAS1","H1299","g3","R1",2.203985,"LncRNA"
42,"ZFAS1","H1299","g3","R1",2.515045,"LncRNA"
48,"ZFAS1","H1299","g3","R1",2.812359,"LncRNA"
54,"ZFAS1","H1299","g3","R1",3.139117,"LncRNA"
60,"ZFAS1","H1299","g3","R1",3.527136,"LncRNA"
66,"ZFAS1","H1299","g3","R1",3.950379,"LncRNA"
72,"ZFAS1","H1299","g3","R1",4.500595,"LncRNA"
78,"ZFAS1","H1299","g3","R1",5.042693,"LncRNA"
84,"ZFAS1","H1299","g3","R1",5.577449,"LncRNA"
90,"ZFAS1","H1299","g3","R1",6.214461,"LncRNA"
0,"ZFAS1","H1299","g3","R2",0.4835612,"LncRNA"
6,"ZFAS1","H1299","g3","R2",0.7229234,"LncRNA"
12,"ZFAS1","H1299","g3","R2",1,"LncRNA"
18,"ZFAS1","H1299","g3","R2",1.307864,"LncRNA"
24,"ZFAS1","H1299","g3","R2",1.58693,"LncRNA"
30,"ZFAS1","H1299","g3","R2",1.873863,"LncRNA"
36,"ZFAS1","H1299","g3","R2",2.165728,"LncRNA"
42,"ZFAS1","H1299","g3","R2",2.460286,"LncRNA"
48,"ZFAS1","H1299","g3","R2",2.735722,"LncRNA"
54,"ZFAS1","H1299","g3","R2",3.100153,"LncRNA"
60,"ZFAS1","H1299","g3","R2",3.422725,"LncRNA"
66,"ZFAS1","H1299","g3","R2",3.854228,"LncRNA"
72,"ZFAS1","H1299","g3","R2",4.314779,"LncRNA"
78,"ZFAS1","H1299","g3","R2",4.873587,"LncRNA"
84,"ZFAS1","H1299","g3","R2",5.419533,"LncRNA"
90,"ZFAS1","H1299","g3","R2",6.05466,"LncRNA"
0,"DTX2","H1299","g1","R1",0.4763306,"NEG"
6,"DTX2","H1299","g1","R1",0.6681396,"NEG"
12,"DTX2","H1299","g1","R1",1,"NEG"
18,"DTX2","H1299","g1","R1",1.456952,"NEG"
24,"DTX2","H1299","g1","R1",1.931525,"NEG"
30,"DTX2","H1299","g1","R1",2.53901,"NEG"
36,"DTX2","H1299","g1","R1",3.269185,"NEG"
42,"DTX2","H1299","g1","R1",4.049376,"NEG"
48,"DTX2","H1299","g1","R1",5.134562,"NEG"
54,"DTX2","H1299","g1","R1",6.467512,"NEG"
60,"DTX2","H1299","g1","R1",7.963669,"NEG"
66,"DTX2","H1299","g1","R1",10.1386,"NEG"
72,"DTX2","H1299","g1","R1",12.17423,"NEG"
78,"DTX2","H1299","g1","R1",14.40748,"NEG"
84,"DTX2","H1299","g1","R1",16.55675,"NEG"
90,"DTX2","H1299","g1","R1",18.6353,"NEG"
0,"DTX2","H1299","g1","R2",0.4097154,"NEG"
6,"DTX2","H1299","g1","R2",0.6497191,"NEG"
12,"DTX2","H1299","g1","R2",1,"NEG"
18,"DTX2","H1299","g1","R2",1.363262,"NEG"
24,"DTX2","H1299","g1","R2",1.873171,"NEG"
30,"DTX2","H1299","g1","R2",2.423487,"NEG"
36,"DTX2","H1299","g1","R2",3.056298,"NEG"
42,"DTX2","H1299","g1","R2",3.907092,"NEG"
48,"DTX2","H1299","g1","R2",4.853831,"NEG"
54,"DTX2","H1299","g1","R2",6.157843,"NEG"
60,"DTX2","H1299","g1","R2",7.713391,"NEG"
66,"DTX2","H1299","g1","R2",9.574503,"NEG"
72,"DTX2","H1299","g1","R2",11.46221,"NEG"
78,"DTX2","H1299","g1","R2",13.35456,"NEG"
84,"DTX2","H1299","g1","R2",15.12545,"NEG"
90,"DTX2","H1299","g1","R2",16.74667,"NEG"
0,"DTX2","H1299","g2","R1",0.4250956,"NEG"
6,"DTX2","H1299","g2","R1",0.6633692,"NEG"
12,"DTX2","H1299","g2","R1",1,"NEG"
18,"DTX2","H1299","g2","R1",1.325483,"NEG"
24,"DTX2","H1299","g2","R1",1.773995,"NEG"
30,"DTX2","H1299","g2","R1",2.241902,"NEG"
36,"DTX2","H1299","g2","R1",2.922818,"NEG"
42,"DTX2","H1299","g2","R1",3.685043,"NEG"
48,"DTX2","H1299","g2","R1",4.618707,"NEG"
54,"DTX2","H1299","g2","R1",5.829779,"NEG"
60,"DTX2","H1299","g2","R1",7.350632,"NEG"
66,"DTX2","H1299","g2","R1",9.136293,"NEG"
72,"DTX2","H1299","g2","R1",11.10349,"NEG"
78,"DTX2","H1299","g2","R1",13.09185,"NEG"
84,"DTX2","H1299","g2","R1",15.11148,"NEG"
90,"DTX2","H1299","g2","R1",16.85752,"NEG"
0,"DTX2","H1299","g2","R2",0.4583539,"NEG"
6,"DTX2","H1299","g2","R2",0.6676651,"NEG"
12,"DTX2","H1299","g2","R2",1,"NEG"
18,"DTX2","H1299","g2","R2",1.371468,"NEG"
24,"DTX2","H1299","g2","R2",1.762264,"NEG"
30,"DTX2","H1299","g2","R2",2.263687,"NEG"
36,"DTX2","H1299","g2","R2",2.903557,"NEG"
42,"DTX2","H1299","g2","R2",3.673792,"NEG"
48,"DTX2","H1299","g2","R2",4.580138,"NEG"
54,"DTX2","H1299","g2","R2",5.801333,"NEG"
60,"DTX2","H1299","g2","R2",7.214702,"NEG"
66,"DTX2","H1299","g2","R2",8.922646,"NEG"
72,"DTX2","H1299","g2","R2",10.76178,"NEG"
78,"DTX2","H1299","g2","R2",12.45635,"NEG"
84,"DTX2","H1299","g2","R2",14.06545,"NEG"
90,"DTX2","H1299","g2","R2",15.52356,"NEG"
0,"DTX2","H1299","g3","R1",0.4615324,"NEG"
6,"DTX2","H1299","g3","R1",0.6989769,"NEG"
12,"DTX2","H1299","g3","R1",1,"NEG"
18,"DTX2","H1299","g3","R1",1.37431,"NEG"
24,"DTX2","H1299","g3","R1",1.835894,"NEG"
30,"DTX2","H1299","g3","R1",2.409035,"NEG"
36,"DTX2","H1299","g3","R1",3.046731,"NEG"
42,"DTX2","H1299","g3","R1",3.826683,"NEG"
48,"DTX2","H1299","g3","R1",4.870448,"NEG"
54,"DTX2","H1299","g3","R1",6.011144,"NEG"
60,"DTX2","H1299","g3","R1",7.558384,"NEG"
66,"DTX2","H1299","g3","R1",9.410953,"NEG"
72,"DTX2","H1299","g3","R1",11.06555,"NEG"
78,"DTX2","H1299","g3","R1",13.06594,"NEG"
84,"DTX2","H1299","g3","R1",14.97593,"NEG"
90,"DTX2","H1299","g3","R1",16.52673,"NEG"
0,"DTX2","H1299","g3","R2",0.5087134,"NEG"
6,"DTX2","H1299","g3","R2",0.6944109,"NEG"
12,"DTX2","H1299","g3","R2",1,"NEG"
18,"DTX2","H1299","g3","R2",1.280744,"NEG"
24,"DTX2","H1299","g3","R2",1.67508,"NEG"
30,"DTX2","H1299","g3","R2",2.208694,"NEG"
36,"DTX2","H1299","g3","R2",2.690968,"NEG"
42,"DTX2","H1299","g3","R2",3.278279,"NEG"
48,"DTX2","H1299","g3","R2",4.042496,"NEG"
54,"DTX2","H1299","g3","R2",4.762198,"NEG"
60,"DTX2","H1299","g3","R2",5.506296,"NEG"
66,"DTX2","H1299","g3","R2",6.387149,"NEG"
72,"DTX2","H1299","g3","R2",7.082058,"NEG"
78,"DTX2","H1299","g3","R2",7.693594,"NEG"
84,"DTX2","H1299","g3","R2",8.055898,"NEG"
90,"DTX2","H1299","g3","R2",8.267942,"NEG"
0,"SNHG6.TR1","H1299","g1","R1",0.4691984,"LncRNA"
6,"SNHG6.TR1","H1299","g1","R1",0.7279353,"LncRNA"
12,"SNHG6.TR1","H1299","g1","R1",1,"LncRNA"
18,"SNHG6.TR1","H1299","g1","R1",1.230083,"LncRNA"
24,"SNHG6.TR1","H1299","g1","R1",1.434169,"LncRNA"
30,"SNHG6.TR1","H1299","g1","R1",1.609597,"LncRNA"
36,"SNHG6.TR1","H1299","g1","R1",1.813482,"LncRNA"
42,"SNHG6.TR1","H1299","g1","R1",1.970695,"LncRNA"
48,"SNHG6.TR1","H1299","g1","R1",2.169328,"LncRNA"
54,"SNHG6.TR1","H1299","g1","R1",2.351624,"LncRNA"
60,"SNHG6.TR1","H1299","g1","R1",2.528805,"LncRNA"
66,"SNHG6.TR1","H1299","g1","R1",2.71406,"LncRNA"
72,"SNHG6.TR1","H1299","g1","R1",2.90669,"LncRNA"
78,"SNHG6.TR1","H1299","g1","R1",3.115311,"LncRNA"
84,"SNHG6.TR1","H1299","g1","R1",3.237498,"LncRNA"
90,"SNHG6.TR1","H1299","g1","R1",3.372321,"LncRNA"
0,"SNHG6.TR1","H1299","g1","R2",0.4719116,"LncRNA"
6,"SNHG6.TR1","H1299","g1","R2",0.7239022,"LncRNA"
12,"SNHG6.TR1","H1299","g1","R2",1,"LncRNA"
18,"SNHG6.TR1","H1299","g1","R2",1.281646,"LncRNA"
24,"SNHG6.TR1","H1299","g1","R2",1.507368,"LncRNA"
30,"SNHG6.TR1","H1299","g1","R2",1.711121,"LncRNA"
36,"SNHG6.TR1","H1299","g1","R2",1.961788,"LncRNA"
42,"SNHG6.TR1","H1299","g1","R2",2.174806,"LncRNA"
48,"SNHG6.TR1","H1299","g1","R2",2.417429,"LncRNA"
54,"SNHG6.TR1","H1299","g1","R2",2.704134,"LncRNA"
60,"SNHG6.TR1","H1299","g1","R2",3.014721,"LncRNA"
66,"SNHG6.TR1","H1299","g1","R2",3.383533,"LncRNA"
72,"SNHG6.TR1","H1299","g1","R2",3.793347,"LncRNA"
78,"SNHG6.TR1","H1299","g1","R2",4.241292,"LncRNA"
84,"SNHG6.TR1","H1299","g1","R2",4.724417,"LncRNA"
90,"SNHG6.TR1","H1299","g1","R2",5.324719,"LncRNA"
0,"SNHG6.TR1","H1299","g2","R1",0.440639,"LncRNA"
6,"SNHG6.TR1","H1299","g2","R1",0.6975542,"LncRNA"
12,"SNHG6.TR1","H1299","g2","R1",1,"LncRNA"
18,"SNHG6.TR1","H1299","g2","R1",1.378909,"LncRNA"
24,"SNHG6.TR1","H1299","g2","R1",1.682198,"LncRNA"
30,"SNHG6.TR1","H1299","g2","R1",2.075236,"LncRNA"
36,"SNHG6.TR1","H1299","g2","R1",2.397847,"LncRNA"
42,"SNHG6.TR1","H1299","g2","R1",2.795558,"LncRNA"
48,"SNHG6.TR1","H1299","g2","R1",3.191326,"LncRNA"
54,"SNHG6.TR1","H1299","g2","R1",3.603943,"LncRNA"
60,"SNHG6.TR1","H1299","g2","R1",4.128923,"LncRNA"
66,"SNHG6.TR1","H1299","g2","R1",4.561494,"LncRNA"
72,"SNHG6.TR1","H1299","g2","R1",5.196495,"LncRNA"
78,"SNHG6.TR1","H1299","g2","R1",5.929425,"LncRNA"
84,"SNHG6.TR1","H1299","g2","R1",6.613916,"LncRNA"
90,"SNHG6.TR1","H1299","g2","R1",7.395496,"LncRNA"
0,"SNHG6.TR1","H1299","g2","R2",0.4169728,"LncRNA"
6,"SNHG6.TR1","H1299","g2","R2",0.6380882,"LncRNA"
12,"SNHG6.TR1","H1299","g2","R2",1,"LncRNA"
18,"SNHG6.TR1","H1299","g2","R2",1.361476,"LncRNA"
24,"SNHG6.TR1","H1299","g2","R2",1.671564,"LncRNA"
30,"SNHG6.TR1","H1299","g2","R2",2.018554,"LncRNA"
36,"SNHG6.TR1","H1299","g2","R2",2.428514,"LncRNA"
42,"SNHG6.TR1","H1299","g2","R2",2.750352,"LncRNA"
48,"SNHG6.TR1","H1299","g2","R2",3.126847,"LncRNA"
54,"SNHG6.TR1","H1299","g2","R2",3.554543,"LncRNA"
60,"SNHG6.TR1","H1299","g2","R2",4.03266,"LncRNA"
66,"SNHG6.TR1","H1299","g2","R2",4.540946,"LncRNA"
72,"SNHG6.TR1","H1299","g2","R2",5.114108,"LncRNA"
78,"SNHG6.TR1","H1299","g2","R2",5.784118,"LncRNA"
84,"SNHG6.TR1","H1299","g2","R2",6.460592,"LncRNA"
90,"SNHG6.TR1","H1299","g2","R2",7.127438,"LncRNA"
0,"SNHG6.TR1","H1299","g3","R1",0.4383167,"LncRNA"
6,"SNHG6.TR1","H1299","g3","R1",0.686865,"LncRNA"
12,"SNHG6.TR1","H1299","g3","R1",1,"LncRNA"
18,"SNHG6.TR1","H1299","g3","R1",1.304374,"LncRNA"
24,"SNHG6.TR1","H1299","g3","R1",1.635383,"LncRNA"
30,"SNHG6.TR1","H1299","g3","R1",2.000341,"LncRNA"
36,"SNHG6.TR1","H1299","g3","R1",2.405627,"LncRNA"
42,"SNHG6.TR1","H1299","g3","R1",2.927585,"LncRNA"
48,"SNHG6.TR1","H1299","g3","R1",3.456131,"LncRNA"
54,"SNHG6.TR1","H1299","g3","R1",4.066897,"LncRNA"
60,"SNHG6.TR1","H1299","g3","R1",4.76148,"LncRNA"
66,"SNHG6.TR1","H1299","g3","R1",5.628058,"LncRNA"
72,"SNHG6.TR1","H1299","g3","R1",6.416627,"LncRNA"
78,"SNHG6.TR1","H1299","g3","R1",7.241736,"LncRNA"
84,"SNHG6.TR1","H1299","g3","R1",8.07409,"LncRNA"
90,"SNHG6.TR1","H1299","g3","R1",9.008528,"LncRNA"
0,"SNHG6.TR1","H1299","g3","R2",0.4645592,"LncRNA"
6,"SNHG6.TR1","H1299","g3","R2",0.7289539,"LncRNA"
12,"SNHG6.TR1","H1299","g3","R2",1,"LncRNA"
18,"SNHG6.TR1","H1299","g3","R2",1.36318,"LncRNA"
24,"SNHG6.TR1","H1299","g3","R2",1.725288,"LncRNA"
30,"SNHG6.TR1","H1299","g3","R2",2.075435,"LncRNA"
36,"SNHG6.TR1","H1299","g3","R2",2.495971,"LncRNA"
42,"SNHG6.TR1","H1299","g3","R2",2.998275,"LncRNA"
48,"SNHG6.TR1","H1299","g3","R2",3.59934,"LncRNA"
54,"SNHG6.TR1","H1299","g3","R2",4.251623,"LncRNA"
60,"SNHG6.TR1","H1299","g3","R2",5.085361,"LncRNA"
66,"SNHG6.TR1","H1299","g3","R2",5.990278,"LncRNA"
72,"SNHG6.TR1","H1299","g3","R2",6.966557,"LncRNA"
78,"SNHG6.TR1","H1299","g3","R2",8.087493,"LncRNA"
84,"SNHG6.TR1","H1299","g3","R2",9.155492,"LncRNA"
90,"SNHG6.TR1","H1299","g3","R2",10.30282,"LncRNA"
0,"KRT86","H1299","g1","R1",0.7321563,"NEG"
6,"KRT86","H1299","g1","R1",0.7857611,"NEG"
12,"KRT86","H1299","g1","R1",1,"NEG"
18,"KRT86","H1299","g1","R1",1.43086,"NEG"
24,"KRT86","H1299","g1","R1",1.984174,"NEG"
30,"KRT86","H1299","g1","R1",2.675335,"NEG"
36,"KRT86","H1299","g1","R1",3.375059,"NEG"
42,"KRT86","H1299","g1","R1",4.241988,"NEG"
48,"KRT86","H1299","g1","R1",5.355984,"NEG"
54,"KRT86","H1299","g1","R1",6.723561,"NEG"
60,"KRT86","H1299","g1","R1",8.650257,"NEG"
66,"KRT86","H1299","g1","R1",10.88665,"NEG"
72,"KRT86","H1299","g1","R1",13.67839,"NEG"
78,"KRT86","H1299","g1","R1",16.79305,"NEG"
84,"KRT86","H1299","g1","R1",19.81623,"NEG"
90,"KRT86","H1299","g1","R1",23.499,"NEG"
0,"KRT86","H1299","g1","R2",0.7634601,"NEG"
6,"KRT86","H1299","g1","R2",0.7780837,"NEG"
12,"KRT86","H1299","g1","R2",1,"NEG"
18,"KRT86","H1299","g1","R2",1.484486,"NEG"
24,"KRT86","H1299","g1","R2",2.10565,"NEG"
30,"KRT86","H1299","g1","R2",2.704139,"NEG"
36,"KRT86","H1299","g1","R2",3.563437,"NEG"
42,"KRT86","H1299","g1","R2",4.671628,"NEG"
48,"KRT86","H1299","g1","R2",5.736646,"NEG"
54,"KRT86","H1299","g1","R2",7.474665,"NEG"
60,"KRT86","H1299","g1","R2",9.544046,"NEG"
66,"KRT86","H1299","g1","R2",12.05412,"NEG"
72,"KRT86","H1299","g1","R2",15.37717,"NEG"
78,"KRT86","H1299","g1","R2",18.83962,"NEG"
84,"KRT86","H1299","g1","R2",22.20256,"NEG"
90,"KRT86","H1299","g1","R2",26.18854,"NEG"
0,"KRT86","H1299","g2","R1",0.7895685,"NEG"
6,"KRT86","H1299","g2","R1",0.8191881,"NEG"
12,"KRT86","H1299","g2","R1",1,"NEG"
18,"KRT86","H1299","g2","R1",1.313794,"NEG"
24,"KRT86","H1299","g2","R1",1.882302,"NEG"
30,"KRT86","H1299","g2","R1",2.616149,"NEG"
36,"KRT86","H1299","g2","R1",3.214999,"NEG"
42,"KRT86","H1299","g2","R1",4.310472,"NEG"
48,"KRT86","H1299","g2","R1",5.417914,"NEG"
54,"KRT86","H1299","g2","R1",6.97421,"NEG"
60,"KRT86","H1299","g2","R1",9.130159,"NEG"
66,"KRT86","H1299","g2","R1",11.92737,"NEG"
72,"KRT86","H1299","g2","R1",14.85498,"NEG"
78,"KRT86","H1299","g2","R1",18.00353,"NEG"
84,"KRT86","H1299","g2","R1",21.18757,"NEG"
90,"KRT86","H1299","g2","R1",24.52645,"NEG"
0,"KRT86","H1299","g2","R2",0.8056955,"NEG"
6,"KRT86","H1299","g2","R2",0.7997587,"NEG"
12,"KRT86","H1299","g2","R2",1,"NEG"
18,"KRT86","H1299","g2","R2",1.334589,"NEG"
24,"KRT86","H1299","g2","R2",1.80513,"NEG"
30,"KRT86","H1299","g2","R2",2.474571,"NEG"
36,"KRT86","H1299","g2","R2",3.302508,"NEG"
42,"KRT86","H1299","g2","R2",4.305619,"NEG"
48,"KRT86","H1299","g2","R2",5.296707,"NEG"
54,"KRT86","H1299","g2","R2",6.781343,"NEG"
60,"KRT86","H1299","g2","R2",8.758785,"NEG"
66,"KRT86","H1299","g2","R2",11.4243,"NEG"
72,"KRT86","H1299","g2","R2",14.25993,"NEG"
78,"KRT86","H1299","g2","R2",17.94765,"NEG"
84,"KRT86","H1299","g2","R2",21.62114,"NEG"
90,"KRT86","H1299","g2","R2",25.20035,"NEG"
0,"KRT86","H1299","g3","R1",0.6033561,"NEG"
6,"KRT86","H1299","g3","R1",0.6882569,"NEG"
12,"KRT86","H1299","g3","R1",1,"NEG"
18,"KRT86","H1299","g3","R1",1.269589,"NEG"
24,"KRT86","H1299","g3","R1",1.71471,"NEG"
30,"KRT86","H1299","g3","R1",2.330458,"NEG"
36,"KRT86","H1299","g3","R1",2.873852,"NEG"
42,"KRT86","H1299","g3","R1",3.692545,"NEG"
48,"KRT86","H1299","g3","R1",4.698424,"NEG"
54,"KRT86","H1299","g3","R1",5.83868,"NEG"
60,"KRT86","H1299","g3","R1",7.388037,"NEG"
66,"KRT86","H1299","g3","R1",9.210382,"NEG"
72,"KRT86","H1299","g3","R1",11.30152,"NEG"
78,"KRT86","H1299","g3","R1",13.66421,"NEG"
84,"KRT86","H1299","g3","R1",15.7603,"NEG"
90,"KRT86","H1299","g3","R1",17.70153,"NEG"
0,"KRT86","H1299","g3","R2",0.6785303,"NEG"
6,"KRT86","H1299","g3","R2",0.8339221,"NEG"
12,"KRT86","H1299","g3","R2",1,"NEG"
18,"KRT86","H1299","g3","R2",1.321871,"NEG"
24,"KRT86","H1299","g3","R2",1.771764,"NEG"
30,"KRT86","H1299","g3","R2",2.315725,"NEG"
36,"KRT86","H1299","g3","R2",2.861675,"NEG"
42,"KRT86","H1299","g3","R2",3.483266,"NEG"
48,"KRT86","H1299","g3","R2",4.296732,"NEG"
54,"KRT86","H1299","g3","R2",5.136335,"NEG"
60,"KRT86","H1299","g3","R2",6.037199,"NEG"
66,"KRT86","H1299","g3","R2",6.901045,"NEG"
72,"KRT86","H1299","g3","R2",8.001884,"NEG"
78,"KRT86","H1299","g3","R2",9.046324,"NEG"
84,"KRT86","H1299","g3","R2",9.758554,"NEG"
90,"KRT86","H1299","g3","R2",10.05674,"NEG"
0,"SNHG6.TR2","H1299","g1","R1",0.6611008,"LncRNA"
6,"SNHG6.TR2","H1299","g1","R1",0.6990721,"LncRNA"
12,"SNHG6.TR2","H1299","g1","R1",1,"LncRNA"
18,"SNHG6.TR2","H1299","g1","R1",1.432456,"LncRNA"
24,"SNHG6.TR2","H1299","g1","R1",1.985661,"LncRNA"
30,"SNHG6.TR2","H1299","g1","R1",2.759985,"LncRNA"
36,"SNHG6.TR2","H1299","g1","R1",3.588616,"LncRNA"
42,"SNHG6.TR2","H1299","g1","R1",4.388822,"LncRNA"
48,"SNHG6.TR2","H1299","g1","R1",5.62112,"LncRNA"
54,"SNHG6.TR2","H1299","g1","R1",7.186205,"LncRNA"
60,"SNHG6.TR2","H1299","g1","R1",9.09567,"LncRNA"
66,"SNHG6.TR2","H1299","g1","R1",11.07448,"LncRNA"
72,"SNHG6.TR2","H1299","g1","R1",13.68754,"LncRNA"
78,"SNHG6.TR2","H1299","g1","R1",16.09739,"LncRNA"
84,"SNHG6.TR2","H1299","g1","R1",18.48483,"LncRNA"
90,"SNHG6.TR2","H1299","g1","R1",20.25421,"LncRNA"
0,"SNHG6.TR2","H1299","g1","R2",0.6495458,"LncRNA"
6,"SNHG6.TR2","H1299","g1","R2",0.7043095,"LncRNA"
12,"SNHG6.TR2","H1299","g1","R2",1,"LncRNA"
18,"SNHG6.TR2","H1299","g1","R2",1.430603,"LncRNA"
24,"SNHG6.TR2","H1299","g1","R2",2.080126,"LncRNA"
30,"SNHG6.TR2","H1299","g1","R2",2.73638,"LncRNA"
36,"SNHG6.TR2","H1299","g1","R2",3.414724,"LncRNA"
42,"SNHG6.TR2","H1299","g1","R2",4.487146,"LncRNA"
48,"SNHG6.TR2","H1299","g1","R2",5.729935,"LncRNA"
54,"SNHG6.TR2","H1299","g1","R2",7.350024,"LncRNA"
60,"SNHG6.TR2","H1299","g1","R2",9.394737,"LncRNA"
66,"SNHG6.TR2","H1299","g1","R2",11.78546,"LncRNA"
72,"SNHG6.TR2","H1299","g1","R2",14.66285,"LncRNA"
78,"SNHG6.TR2","H1299","g1","R2",17.42441,"LncRNA"
84,"SNHG6.TR2","H1299","g1","R2",19.92385,"LncRNA"
90,"SNHG6.TR2","H1299","g1","R2",22.53873,"LncRNA"
0,"NTControl2","H1299","g2","R1",0.5007905,"NTControl2"
6,"NTControl2","H1299","g2","R1",0.6567024,"NTControl2"
12,"NTControl2","H1299","g2","R1",1,"NTControl2"
18,"NTControl2","H1299","g2","R1",1.406596,"NTControl2"
24,"NTControl2","H1299","g2","R1",1.865633,"NTControl2"
30,"NTControl2","H1299","g2","R1",2.454737,"NTControl2"
36,"NTControl2","H1299","g2","R1",3.148515,"NTControl2"
42,"NTControl2","H1299","g2","R1",3.896178,"NTControl2"
48,"NTControl2","H1299","g2","R1",4.640998,"NTControl2"
54,"NTControl2","H1299","g2","R1",5.603458,"NTControl2"
60,"NTControl2","H1299","g2","R1",6.646744,"NTControl2"
66,"NTControl2","H1299","g2","R1",8.039512,"NTControl2"
72,"NTControl2","H1299","g2","R1",9.456766,"NTControl2"
78,"NTControl2","H1299","g2","R1",11.05797,"NTControl2"
84,"NTControl2","H1299","g2","R1",12.64865,"NTControl2"
90,"NTControl2","H1299","g2","R1",14.08399,"NTControl2"
0,"NTControl2","H1299","g2","R2",0.4703809,"NTControl2"
6,"NTControl2","H1299","g2","R2",0.660733,"NTControl2"
12,"NTControl2","H1299","g2","R2",1,"NTControl2"
18,"NTControl2","H1299","g2","R2",1.369836,"NTControl2"
24,"NTControl2","H1299","g2","R2",1.791708,"NTControl2"
30,"NTControl2","H1299","g2","R2",2.213418,"NTControl2"
36,"NTControl2","H1299","g2","R2",2.685525,"NTControl2"
42,"NTControl2","H1299","g2","R2",3.242996,"NTControl2"
48,"NTControl2","H1299","g2","R2",3.76414,"NTControl2"
54,"NTControl2","H1299","g2","R2",4.415115,"NTControl2"
60,"NTControl2","H1299","g2","R2",5.305488,"NTControl2"
66,"NTControl2","H1299","g2","R2",6.131468,"NTControl2"
72,"NTControl2","H1299","g2","R2",7.144428,"NTControl2"
78,"NTControl2","H1299","g2","R2",8.147415,"NTControl2"
84,"NTControl2","H1299","g2","R2",9.298721,"NTControl2"
90,"NTControl2","H1299","g2","R2",10.20995,"NTControl2"
0,"SNHG15","H1299","g1","R1",2.834559,"LncRNA"
6,"SNHG15","H1299","g1","R1",1.666403,"LncRNA"
12,"SNHG15","H1299","g1","R1",1,"LncRNA"
18,"SNHG15","H1299","g1","R1",0.4183258,"LncRNA"
24,"SNHG15","H1299","g1","R1",0.4772624,"LncRNA"
30,"SNHG15","H1299","g1","R1",0.5706448,"LncRNA"
36,"SNHG15","H1299","g1","R1",0.2371041,"LncRNA"
42,"SNHG15","H1299","g1","R1",0.2460407,"LncRNA"
48,"SNHG15","H1299","g1","R1",0.211991,"LncRNA"
54,"SNHG15","H1299","g1","R1",0.3979638,"LncRNA"
60,"SNHG15","H1299","g1","R1",0.4250566,"LncRNA"
66,"SNHG15","H1299","g1","R1",0.3876697,"LncRNA"
72,"SNHG15","H1299","g1","R1",0.4367082,"LncRNA"
78,"SNHG15","H1299","g1","R1",0.3649887,"LncRNA"
84,"SNHG15","H1299","g1","R1",0.3733597,"LncRNA"
90,"SNHG15","H1299","g1","R1",0.5046946,"LncRNA"
0,"SNHG15","H1299","g1","R2",2.254281,"LncRNA"
6,"SNHG15","H1299","g1","R2",1.634611,"LncRNA"
