"Time_point","gene","cell_line","guide","replicate","value","biotype"
84,"SNHG6.TR1","H1299","g1","R1",89.92001,"LncRNA"
90,"SNHG6.TR1","H1299","g1","R1",92.45808,"LncRNA"
0,"SNHG6.TR1","H1299","g1","R2",19.45768,"LncRNA"
6,"SNHG6.TR1","H1299","g1","R2",23.96112,"LncRNA"
12,"SNHG6.TR1","H1299","g1","R2",29.34193,"LncRNA"
18,"SNHG6.TR1","H1299","g1","R2",33.84625,"LncRNA"
24,"SNHG6.TR1","H1299","g1","R2",38.8384,"LncRNA"
30,"SNHG6.TR1","H1299","g1","R2",44.29897,"LncRNA"
36,"SNHG6.TR1","H1299","g1","R2",48.97473,"LncRNA"
42,"SNHG6.TR1","H1299","g1","R2",56.20161,"LncRNA"
48,"SNHG6.TR1","H1299","g1","R2",62.52214,"LncRNA"
54,"SNHG6.TR1","H1299","g1","R2",69.72972,"LncRNA"
60,"SNHG6.TR1","H1299","g1","R2",78.1909,"LncRNA"
66,"SNHG6.TR1","H1299","g1","R2",85.56034,"LncRNA"
72,"SNHG6.TR1","H1299","g1","R2",92.21507,"LncRNA"
78,"SNHG6.TR1","H1299","g1","R2",96.63551,"LncRNA"
84,"SNHG6.TR1","H1299","g1","R2",98.7096,"LncRNA"
90,"SNHG6.TR1","H1299","g1","R2",99.34608,"LncRNA"
0,"SNHG6.TR1","H1299","g2","R1",21.16926,"LncRNA"
6,"SNHG6.TR1","H1299","g2","R1",26.89407,"LncRNA"
12,"SNHG6.TR1","H1299","g2","R1",32.38939,"LncRNA"
18,"SNHG6.TR1","H1299","g2","R1",39.71186,"LncRNA"
24,"SNHG6.TR1","H1299","g2","R1",46.48086,"LncRNA"
30,"SNHG6.TR1","H1299","g2","R1",52.69995,"LncRNA"
36,"SNHG6.TR1","H1299","g2","R1",60.21576,"LncRNA"
42,"SNHG6.TR1","H1299","g2","R1",67.78781,"LncRNA"
48,"SNHG6.TR1","H1299","g2","R1",75.2854,"LncRNA"
54,"SNHG6.TR1","H1299","g2","R1",83.2431,"LncRNA"
60,"SNHG6.TR1","H1299","g2","R1",90.04649,"LncRNA"
66,"SNHG6.TR1","H1299","g2","R1",94.38951,"LncRNA"
72,"SNHG6.TR1","H1299","g2","R1",97.19794,"LncRNA"
78,"SNHG6.TR1","H1299","g2","R1",98.97872,"LncRNA"
84,"SNHG6.TR1","H1299","g2","R1",99.73776,"LncRNA"
90,"SNHG6.TR1","H1299","g2","R1",99.96596,"LncRNA"
0,"SNHG6.TR1","H1299","g2","R2",20.75339,"LncRNA"
6,"SNHG6.TR1","H1299","g2","R2",26.41697,"LncRNA"
12,"SNHG6.TR1","H1299","g2","R2",32.26736,"LncRNA"
18,"SNHG6.TR1","H1299","g2","R2",38.3739,"LncRNA"
24,"SNHG6.TR1","H1299","g2","R2",45.57858,"LncRNA"
30,"SNHG6.TR1","H1299","g2","R2",51.84626,"LncRNA"
36,"SNHG6.TR1","H1299","g2","R2",59.15582,"LncRNA"
42,"SNHG6.TR1","H1299","g2","R2",66.80604,"LncRNA"
48,"SNHG6.TR1","H1299","g2","R2",76.08258,"LncRNA"
54,"SNHG6.TR1","H1299","g2","R2",83.8057,"LncRNA"
60,"SNHG6.TR1","H1299","g2","R2",90.50634,"LncRNA"
66,"SNHG6.TR1","H1299","g2","R2",94.52972,"LncRNA"
72,"SNHG6.TR1","H1299","g2","R2",97.4457,"LncRNA"
78,"SNHG6.TR1","H1299","g2","R2",98.97678,"LncRNA"
84,"SNHG6.TR1","H1299","g2","R2",99.50546,"LncRNA"
90,"SNHG6.TR1","H1299","g2","R2",99.88501,"LncRNA"
0,"SNHG6.TR1","H1299","g3","R1",21.30383,"LncRNA"
6,"SNHG6.TR1","H1299","g3","R1",27.39772,"LncRNA"
12,"SNHG6.TR1","H1299","g3","R1",34.04153,"LncRNA"
18,"SNHG6.TR1","H1299","g3","R1",41.64979,"LncRNA"
24,"SNHG6.TR1","H1299","g3","R1",50.00109,"LncRNA"
30,"SNHG6.TR1","H1299","g3","R1",59.26795,"LncRNA"
36,"SNHG6.TR1","H1299","g3","R1",68.9079,"LncRNA"
42,"SNHG6.TR1","H1299","g3","R1",80.53689,"LncRNA"
48,"SNHG6.TR1","H1299","g3","R1",89.8335,"LncRNA"
54,"SNHG6.TR1","H1299","g3","R1",95.90562,"LncRNA"
60,"SNHG6.TR1","H1299","g3","R1",98.33099,"LncRNA"
66,"SNHG6.TR1","H1299","g3","R1",99.64368,"LncRNA"
72,"SNHG6.TR1","H1299","g3","R1",99.97244,"LncRNA"
78,"SNHG6.TR1","H1299","g3","R1",99.99857,"LncRNA"
84,"SNHG6.TR1","H1299","g3","R1",99.99915,"LncRNA"
90,"SNHG6.TR1","H1299","g3","R1",100,"LncRNA"
0,"SNHG6.TR1","H1299","g3","R2",17.8462,"LncRNA"
6,"SNHG6.TR1","H1299","g3","R2",22.34827,"LncRNA"
12,"SNHG6.TR1","H1299","g3","R2",28.25161,"LncRNA"
18,"SNHG6.TR1","H1299","g3","R2",34.2399,"LncRNA"
24,"SNHG6.TR1","H1299","g3","R2",41.04034,"LncRNA"
30,"SNHG6.TR1","H1299","g3","R2",49.21195,"LncRNA"
36,"SNHG6.TR1","H1299","g3","R2",57.01327,"LncRNA"
42,"SNHG6.TR1","H1299","g3","R2",67.08549,"LncRNA"
48,"SNHG6.TR1","H1299","g3","R2",77.66818,"LncRNA"
54,"SNHG6.TR1","H1299","g3","R2",87.5721,"LncRNA"
60,"SNHG6.TR1","H1299","g3","R2",95.41808,"LncRNA"
66,"SNHG6.TR1","H1299","g3","R2",98.47224,"LncRNA"
72,"SNHG6.TR1","H1299","g3","R2",99.85992,"LncRNA"
78,"SNHG6.TR1","H1299","g3","R2",99.97833,"LncRNA"
84,"SNHG6.TR1","H1299","g3","R2",99.99522,"LncRNA"
90,"SNHG6.TR1","H1299","g3","R2",99.99834,"LncRNA"
0,"KRT86","H1299","g1","R1",15.38479,"NEG"
6,"KRT86","H1299","g1","R1",20.50286,"NEG"
12,"KRT86","H1299","g1","R1",25.53327,"NEG"
18,"KRT86","H1299","g1","R1",31.51598,"NEG"
24,"KRT86","H1299","g1","R1",38.82389,"NEG"
30,"KRT86","H1299","g1","R1",47.19117,"NEG"
36,"KRT86","H1299","g1","R1",56.60791,"NEG"
42,"KRT86","H1299","g1","R1",67.54068,"NEG"
48,"KRT86","H1299","g1","R1",79.65706,"NEG"
54,"KRT86","H1299","g1","R1",90.63737,"NEG"
60,"KRT86","H1299","g1","R1",97.78548,"NEG"
66,"KRT86","H1299","g1","R1",99.75859,"NEG"
72,"KRT86","H1299","g1","R1",99.99105,"NEG"
78,"KRT86","H1299","g1","R1",99.99745,"NEG"
84,"KRT86","H1299","g1","R1",100,"NEG"
90,"KRT86","H1299","g1","R1",100,"NEG"
0,"KRT86","H1299","g1","R2",14.73807,"NEG"
6,"KRT86","H1299","g1","R2",18.60135,"NEG"
12,"KRT86","H1299","g1","R2",23.5133,"NEG"
18,"KRT86","H1299","g1","R2",29.29756,"NEG"
24,"KRT86","H1299","g1","R2",35.68511,"NEG"
30,"KRT86","H1299","g1","R2",43.87953,"NEG"
36,"KRT86","H1299","g1","R2",52.8933,"NEG"
42,"KRT86","H1299","g1","R2",64.05955,"NEG"
48,"KRT86","H1299","g1","R2",76.22141,"NEG"
54,"KRT86","H1299","g1","R2",86.70852,"NEG"
60,"KRT86","H1299","g1","R2",94.80122,"NEG"
66,"KRT86","H1299","g1","R2",98.05157,"NEG"
72,"KRT86","H1299","g1","R2",99.90606,"NEG"
78,"KRT86","H1299","g1","R2",99.99986,"NEG"
84,"KRT86","H1299","g1","R2",99.99998,"NEG"
90,"KRT86","H1299","g1","R2",100,"NEG"
0,"KRT86","H1299","g2","R1",17.1863,"NEG"
6,"KRT86","H1299","g2","R1",21.75952,"NEG"
12,"KRT86","H1299","g2","R1",27.24008,"NEG"
18,"KRT86","H1299","g2","R1",34.26107,"NEG"
24,"KRT86","H1299","g2","R1",42.56547,"NEG"
30,"KRT86","H1299","g2","R1",52.56853,"NEG"
36,"KRT86","H1299","g2","R1",63.08266,"NEG"
42,"KRT86","H1299","g2","R1",75.54137,"NEG"
48,"KRT86","H1299","g2","R1",87.97631,"NEG"
54,"KRT86","H1299","g2","R1",96.38127,"NEG"
60,"KRT86","H1299","g2","R1",99.5153,"NEG"
66,"KRT86","H1299","g2","R1",99.94265,"NEG"
72,"KRT86","H1299","g2","R1",99.99953,"NEG"
78,"KRT86","H1299","g2","R1",99.99978,"NEG"
84,"KRT86","H1299","g2","R1",100,"NEG"
90,"KRT86","H1299","g2","R1",100,"NEG"
0,"KRT86","H1299","g2","R2",15.866,"NEG"
6,"KRT86","H1299","g2","R2",20.42653,"NEG"
12,"KRT86","H1299","g2","R2",25.99812,"NEG"
18,"KRT86","H1299","g2","R2",32.14982,"NEG"
24,"KRT86","H1299","g2","R2",39.41041,"NEG"
30,"KRT86","H1299","g2","R2",47.59793,"NEG"
36,"KRT86","H1299","g2","R2",57.05296,"NEG"
42,"KRT86","H1299","g2","R2",68.75326,"NEG"
48,"KRT86","H1299","g2","R2",81.63074,"NEG"
54,"KRT86","H1299","g2","R2",92.13368,"NEG"
60,"KRT86","H1299","g2","R2",98.70843,"NEG"
66,"KRT86","H1299","g2","R2",99.88725,"NEG"
72,"KRT86","H1299","g2","R2",99.99636,"NEG"
78,"KRT86","H1299","g2","R2",99.99686,"NEG"
84,"KRT86","H1299","g2","R2",99.99899,"NEG"
90,"KRT86","H1299","g2","R2",100,"NEG"
0,"KRT86","H1299","g3","R1",16.27522,"NEG"
6,"KRT86","H1299","g3","R1",20.53337,"NEG"
12,"KRT86","H1299","g3","R1",26.02075,"NEG"
18,"KRT86","H1299","g3","R1",32.40427,"NEG"
24,"KRT86","H1299","g3","R1",40.08345,"NEG"
30,"KRT86","H1299","g3","R1",48.86806,"NEG"
36,"KRT86","H1299","g3","R1",58.76058,"NEG"
42,"KRT86","H1299","g3","R1",69.9477,"NEG"
48,"KRT86","H1299","g3","R1",82.50206,"NEG"
54,"KRT86","H1299","g3","R1",91.13086,"NEG"
60,"KRT86","H1299","g3","R1",95.79607,"NEG"
66,"KRT86","H1299","g3","R1",98.00487,"NEG"
72,"KRT86","H1299","g3","R1",99.21779,"NEG"
78,"KRT86","H1299","g3","R1",99.69153,"NEG"
84,"KRT86","H1299","g3","R1",99.99187,"NEG"
90,"KRT86","H1299","g3","R1",99.99983,"NEG"
0,"KRT86","H1299","g3","R2",15.61417,"NEG"
6,"KRT86","H1299","g3","R2",20.31463,"NEG"
12,"KRT86","H1299","g3","R2",26.10317,"NEG"
18,"KRT86","H1299","g3","R2",33.02202,"NEG"
24,"KRT86","H1299","g3","R2",41.02493,"NEG"
30,"KRT86","H1299","g3","R2",50.45562,"NEG"
36,"KRT86","H1299","g3","R2",60.45559,"NEG"
42,"KRT86","H1299","g3","R2",73.30069,"NEG"
48,"KRT86","H1299","g3","R2",84.42347,"NEG"
54,"KRT86","H1299","g3","R2",92.3951,"NEG"
60,"KRT86","H1299","g3","R2",98.28539,"NEG"
66,"KRT86","H1299","g3","R2",99.80752,"NEG"
72,"KRT86","H1299","g3","R2",99.94589,"NEG"
78,"KRT86","H1299","g3","R2",99.96552,"NEG"
84,"KRT86","H1299","g3","R2",99.96825,"NEG"
90,"KRT86","H1299","g3","R2",99.98535,"NEG"
0,"SNHG6.TR2","H1299","g1","R1",19.21559,"LncRNA"
6,"SNHG6.TR2","H1299","g1","R1",25.04157,"LncRNA"
12,"SNHG6.TR2","H1299","g1","R1",31.27078,"LncRNA"
18,"SNHG6.TR2","H1299","g1","R1",39.01654,"LncRNA"
24,"SNHG6.TR2","H1299","g1","R1",48.89746,"LncRNA"
30,"SNHG6.TR2","H1299","g1","R1",58.89911,"LncRNA"
36,"SNHG6.TR2","H1299","g1","R1",70.2924,"LncRNA"
42,"SNHG6.TR2","H1299","g1","R1",82.56978,"LncRNA"
48,"SNHG6.TR2","H1299","g1","R1",91.57831,"LncRNA"
54,"SNHG6.TR2","H1299","g1","R1",97.31687,"LncRNA"
60,"SNHG6.TR2","H1299","g1","R1",99.11478,"LncRNA"
66,"SNHG6.TR2","H1299","g1","R1",99.87375,"LncRNA"
72,"SNHG6.TR2","H1299","g1","R1",99.99923,"LncRNA"
78,"SNHG6.TR2","H1299","g1","R1",99.99948,"LncRNA"
84,"SNHG6.TR2","H1299","g1","R1",99.99993,"LncRNA"
90,"SNHG6.TR2","H1299","g1","R1",99.99976,"LncRNA"
0,"SNHG6.TR2","H1299","g1","R2",19.5964,"LncRNA"
6,"SNHG6.TR2","H1299","g1","R2",24.47073,"LncRNA"
12,"SNHG6.TR2","H1299","g1","R2",30.82438,"LncRNA"
18,"SNHG6.TR2","H1299","g1","R2",38.38626,"LncRNA"
24,"SNHG6.TR2","H1299","g1","R2",46.85123,"LncRNA"
30,"SNHG6.TR2","H1299","g1","R2",57.10895,"LncRNA"
36,"SNHG6.TR2","H1299","g1","R2",68.42458,"LncRNA"
42,"SNHG6.TR2","H1299","g1","R2",80.34825,"LncRNA"
48,"SNHG6.TR2","H1299","g1","R2",90.79538,"LncRNA"
54,"SNHG6.TR2","H1299","g1","R2",96.95637,"LncRNA"
60,"SNHG6.TR2","H1299","g1","R2",99.53838,"LncRNA"
66,"SNHG6.TR2","H1299","g1","R2",99.97028,"LncRNA"
72,"SNHG6.TR2","H1299","g1","R2",99.99969,"LncRNA"
78,"SNHG6.TR2","H1299","g1","R2",100,"LncRNA"
84,"SNHG6.TR2","H1299","g1","R2",100,"LncRNA"
90,"SNHG6.TR2","H1299","g1","R2",100,"LncRNA"
0,"NTControl2","H1299","g2","R1",18.74583,"NTControl2"
6,"NTControl2","H1299","g2","R1",23.49548,"NTControl2"
12,"NTControl2","H1299","g2","R1",29.75939,"NTControl2"
18,"NTControl2","H1299","g2","R1",36.32401,"NTControl2"
24,"NTControl2","H1299","g2","R1",43.84793,"NTControl2"
30,"NTControl2","H1299","g2","R1",52.06114,"NTControl2"
36,"NTControl2","H1299","g2","R1",62.2879,"NTControl2"
42,"NTControl2","H1299","g2","R1",73.52935,"NTControl2"
48,"NTControl2","H1299","g2","R1",84.3008,"NTControl2"
54,"NTControl2","H1299","g2","R1",93.5825,"NTControl2"
60,"NTControl2","H1299","g2","R1",98.56754,"NTControl2"
66,"NTControl2","H1299","g2","R1",99.85544,"NTControl2"
72,"NTControl2","H1299","g2","R1",99.98094,"NTControl2"
78,"NTControl2","H1299","g2","R1",99.99061,"NTControl2"
84,"NTControl2","H1299","g2","R1",99.99949,"NTControl2"
90,"NTControl2","H1299","g2","R1",100,"NTControl2"
0,"NTControl2","H1299","g2","R2",21.17976,"NTControl2"
6,"NTControl2","H1299","g2","R2",27.63098,"NTControl2"
12,"NTControl2","H1299","g2","R2",34.11332,"NTControl2"
18,"NTControl2","H1299","g2","R2",41.73884,"NTControl2"
24,"NTControl2","H1299","g2","R2",50.31994,"NTControl2"
30,"NTControl2","H1299","g2","R2",58.35837,"NTControl2"
36,"NTControl2","H1299","g2","R2",68.69738,"NTControl2"
42,"NTControl2","H1299","g2","R2",77.68054,"NTControl2"
48,"NTControl2","H1299","g2","R2",85.50257,"NTControl2"
54,"NTControl2","H1299","g2","R2",92.66054,"NTControl2"
60,"NTControl2","H1299","g2","R2",96.77577,"NTControl2"
66,"NTControl2","H1299","g2","R2",99.10005,"NTControl2"
72,"NTControl2","H1299","g2","R2",99.76268,"NTControl2"
78,"NTControl2","H1299","g2","R2",99.99385,"NTControl2"
84,"NTControl2","H1299","g2","R2",99.99421,"NTControl2"
90,"NTControl2","H1299","g2","R2",100,"NTControl2"
0,"SNHG15","H1299","g1","R1",17.55519,"LncRNA"
6,"SNHG15","H1299","g1","R1",21.79081,"LncRNA"
12,"SNHG15","H1299","g1","R1",27.01595,"LncRNA"
18,"SNHG15","H1299","g1","R1",34.22242,"LncRNA"
24,"SNHG15","H1299","g1","R1",42.24558,"LncRNA"
30,"SNHG15","H1299","g1","R1",50.82813,"LncRNA"
36,"SNHG15","H1299","g1","R1",62.17002,"LncRNA"
42,"SNHG15","H1299","g1","R1",73.63853,"LncRNA"
48,"SNHG15","H1299","g1","R1",84.4718,"LncRNA"
54,"SNHG15","H1299","g1","R1",93.50146,"LncRNA"
60,"SNHG15","H1299","g1","R1",98.27423,"LncRNA"
66,"SNHG15","H1299","g1","R1",99.70126,"LncRNA"
72,"SNHG15","H1299","g1","R1",99.90929,"LncRNA"
78,"SNHG15","H1299","g1","R1",99.98029,"LncRNA"
84,"SNHG15","H1299","g1","R1",99.98803,"LncRNA"
90,"SNHG15","H1299","g1","R1",99.99982,"LncRNA"
0,"SNHG15","H1299","g1","R2",18.31029,"LncRNA"
6,"SNHG15","H1299","g1","R2",22.78291,"LncRNA"
12,"SNHG15","H1299","g1","R2",28.96076,"LncRNA"
18,"SNHG15","H1299","g1","R2",35.74241,"LncRNA"
24,"SNHG15","H1299","g1","R2",42.83714,"LncRNA"
30,"SNHG15","H1299","g1","R2",52.33456,"LncRNA"
36,"SNHG15","H1299","g1","R2",62.85501,"LncRNA"
42,"SNHG15","H1299","g1","R2",75.08842,"LncRNA"
48,"SNHG15","H1299","g1","R2",87.64537,"LncRNA"
54,"SNHG15","H1299","g1","R2",96.09501,"LncRNA"
60,"SNHG15","H1299","g1","R2",99.27271,"LncRNA"
66,"SNHG15","H1299","g1","R2",99.96436,"LncRNA"
72,"SNHG15","H1299","g1","R2",99.99876,"LncRNA"
78,"SNHG15","H1299","g1","R2",100,"LncRNA"
84,"SNHG15","H1299","g1","R2",100,"LncRNA"
90,"SNHG15","H1299","g1","R2",100,"LncRNA"
0,"SNHG15","H1299","g2","R1",16.81388,"LncRNA"
6,"SNHG15","H1299","g2","R1",21.87379,"LncRNA"
12,"SNHG15","H1299","g2","R1",26.891,"LncRNA"
18,"SNHG15","H1299","g2","R1",34.49608,"LncRNA"
24,"SNHG15","H1299","g2","R1",41.3195,"LncRNA"
30,"SNHG15","H1299","g2","R1",50.3869,"LncRNA"
36,"SNHG15","H1299","g2","R1",61.83655,"LncRNA"
42,"SNHG15","H1299","g2","R1",72.68766,"LncRNA"
48,"SNHG15","H1299","g2","R1",85.46169,"LncRNA"
54,"SNHG15","H1299","g2","R1",95.31736,"LncRNA"
60,"SNHG15","H1299","g2","R1",99.17671,"LncRNA"
66,"SNHG15","H1299","g2","R1",99.98236,"LncRNA"
72,"SNHG15","H1299","g2","R1",99.99883,"LncRNA"
78,"SNHG15","H1299","g2","R1",99.99982,"LncRNA"
84,"SNHG15","H1299","g2","R1",99.99956,"LncRNA"
90,"SNHG15","H1299","g2","R1",99.99996,"LncRNA"
0,"SNHG15","H1299","g2","R2",12.42305,"LncRNA"
6,"SNHG15","H1299","g2","R2",15.83127,"LncRNA"
12,"SNHG15","H1299","g2","R2",19.85876,"LncRNA"
18,"SNHG15","H1299","g2","R2",24.70655,"LncRNA"
24,"SNHG15","H1299","g2","R2",29.59442,"LncRNA"
30,"SNHG15","H1299","g2","R2",36.80232,"LncRNA"
36,"SNHG15","H1299","g2","R2",45.29192,"LncRNA"
42,"SNHG15","H1299","g2","R2",54.23256,"LncRNA"
48,"SNHG15","H1299","g2","R2",65.7177,"LncRNA"
54,"SNHG15","H1299","g2","R2",77.20066,"LncRNA"
60,"SNHG15","H1299","g2","R2",87.26007,"LncRNA"
66,"SNHG15","H1299","g2","R2",94.56979,"LncRNA"
72,"SNHG15","H1299","g2","R2",98.54909,"LncRNA"
78,"SNHG15","H1299","g2","R2",99.81615,"LncRNA"
84,"SNHG15","H1299","g2","R2",99.99537,"LncRNA"
90,"SNHG15","H1299","g2","R2",99.99998,"LncRNA"
0,"SNHG15","H1299","g3","R1",15.09919,"LncRNA"
6,"SNHG15","H1299","g3","R1",19.06154,"LncRNA"
12,"SNHG15","H1299","g3","R1",24.14016,"LncRNA"
18,"SNHG15","H1299","g3","R1",30.37785,"LncRNA"
24,"SNHG15","H1299","g3","R1",36.92693,"LncRNA"
30,"SNHG15","H1299","g3","R1",44.92321,"LncRNA"
36,"SNHG15","H1299","g3","R1",55.32713,"LncRNA"
42,"SNHG15","H1299","g3","R1",66.06954,"LncRNA"
48,"SNHG15","H1299","g3","R1",78.57577,"LncRNA"
54,"SNHG15","H1299","g3","R1",90.03305,"LncRNA"
60,"SNHG15","H1299","g3","R1",97.0336,"LncRNA"
66,"SNHG15","H1299","g3","R1",99.66979,"LncRNA"
72,"SNHG15","H1299","g3","R1",99.97758,"LncRNA"
78,"SNHG15","H1299","g3","R1",99.99933,"LncRNA"
84,"SNHG15","H1299","g3","R1",100,"LncRNA"
90,"SNHG15","H1299","g3","R1",100,"LncRNA"
0,"SNHG15","H1299","g3","R2",14.26932,"LncRNA"
6,"SNHG15","H1299","g3","R2",18.40953,"LncRNA"
12,"SNHG15","H1299","g3","R2",23.25617,"LncRNA"
18,"SNHG15","H1299","g3","R2",29.74958,"LncRNA"
24,"SNHG15","H1299","g3","R2",37.0039,"LncRNA"
30,"SNHG15","H1299","g3","R2",45.07041,"LncRNA"
36,"SNHG15","H1299","g3","R2",55.00615,"LncRNA"
42,"SNHG15","H1299","g3","R2",66.15661,"LncRNA"
48,"SNHG15","H1299","g3","R2",77.2484,"LncRNA"
54,"SNHG15","H1299","g3","R2",88.24814,"LncRNA"
60,"SNHG15","H1299","g3","R2",96.25486,"LncRNA"
66,"SNHG15","H1299","g3","R2",99.08105,"LncRNA"
72,"SNHG15","H1299","g3","R2",99.6744,"LncRNA"
78,"SNHG15","H1299","g3","R2",99.8176,"LncRNA"
84,"SNHG15","H1299","g3","R2",99.90408,"LncRNA"
90,"SNHG15","H1299","g3","R2",99.89575,"LncRNA"
0,"GAS5","H1299","g1","R1",17.94237,"LncRNA"
6,"GAS5","H1299","g1","R1",21.63194,"LncRNA"
12,"GAS5","H1299","g1","R1",25.75533,"LncRNA"
18,"GAS5","H1299","g1","R1",29.42118,"LncRNA"
24,"GAS5","H1299","g1","R1",33.42017,"LncRNA"
30,"GAS5","H1299","g1","R1",38.39215,"LncRNA"
36,"GAS5","H1299","g1","R1",43.39748,"LncRNA"
42,"GAS5","H1299","g1","R1",49.62172,"LncRNA"
48,"GAS5","H1299","g1","R1",55.63313,"LncRNA"
54,"GAS5","H1299","g1","R1",62.15914,"LncRNA"
60,"GAS5","H1299","g1","R1",68.46236,"LncRNA"
66,"GAS5","H1299","g1","R1",75.54768,"LncRNA"
72,"GAS5","H1299","g1","R1",82.00816,"LncRNA"
78,"GAS5","H1299","g1","R1",87.60654,"LncRNA"
84,"GAS5","H1299","g1","R1",92.78686,"LncRNA"
90,"GAS5","H1299","g1","R1",95.54656,"LncRNA"
0,"GAS5","H1299","g1","R2",18.50246,"LncRNA"
6,"GAS5","H1299","g1","R2",22.5941,"LncRNA"
12,"GAS5","H1299","g1","R2",26.93902,"LncRNA"
18,"GAS5","H1299","g1","R2",31.36068,"LncRNA"
24,"GAS5","H1299","g1","R2",35.87003,"LncRNA"
30,"GAS5","H1299","g1","R2",40.89173,"LncRNA"
36,"GAS5","H1299","g1","R2",47.07526,"LncRNA"
42,"GAS5","H1299","g1","R2",53.44371,"LncRNA"
48,"GAS5","H1299","g1","R2",60.4773,"LncRNA"
54,"GAS5","H1299","g1","R2",69.11718,"LncRNA"
60,"GAS5","H1299","g1","R2",77.54651,"LncRNA"
66,"GAS5","H1299","g1","R2",85.57318,"LncRNA"
72,"GAS5","H1299","g1","R2",93.30608,"LncRNA"
78,"GAS5","H1299","g1","R2",97.40523,"LncRNA"
84,"GAS5","H1299","g1","R2",99.5928,"LncRNA"
90,"GAS5","H1299","g1","R2",99.87566,"LncRNA"
0,"GAS5","H1299","g2","R1",18.34385,"LncRNA"
6,"GAS5","H1299","g2","R1",23.68172,"LncRNA"
12,"GAS5","H1299","g2","R1",29.26543,"LncRNA"
18,"GAS5","H1299","g2","R1",36.3229,"LncRNA"
24,"GAS5","H1299","g2","R1",44.37833,"LncRNA"
30,"GAS5","H1299","g2","R1",53.81144,"LncRNA"
36,"GAS5","H1299","g2","R1",65.03686,"LncRNA"
42,"GAS5","H1299","g2","R1",76.12633,"LncRNA"
48,"GAS5","H1299","g2","R1",86.04192,"LncRNA"
54,"GAS5","H1299","g2","R1",94.40057,"LncRNA"
60,"GAS5","H1299","g2","R1",97.85132,"LncRNA"
66,"GAS5","H1299","g2","R1",99.37894,"LncRNA"
72,"GAS5","H1299","g2","R1",99.89577,"LncRNA"
78,"GAS5","H1299","g2","R1",99.99959,"LncRNA"
84,"GAS5","H1299","g2","R1",99.98832,"LncRNA"
90,"GAS5","H1299","g2","R1",99.99964,"LncRNA"
0,"GAS5","H1299","g2","R2",21.94932,"LncRNA"
6,"GAS5","H1299","g2","R2",28.37513,"LncRNA"
12,"GAS5","H1299","g2","R2",35.73911,"LncRNA"
18,"GAS5","H1299","g2","R2",43.89484,"LncRNA"
24,"GAS5","H1299","g2","R2",54.10511,"LncRNA"
30,"GAS5","H1299","g2","R2",65.18201,"LncRNA"
36,"GAS5","H1299","g2","R2",76.76133,"LncRNA"
42,"GAS5","H1299","g2","R2",88.06895,"LncRNA"
48,"GAS5","H1299","g2","R2",96.30045,"LncRNA"
54,"GAS5","H1299","g2","R2",99.47035,"LncRNA"
60,"GAS5","H1299","g2","R2",99.96008,"LncRNA"
66,"GAS5","H1299","g2","R2",99.99992,"LncRNA"
72,"GAS5","H1299","g2","R2",100,"LncRNA"
78,"GAS5","H1299","g2","R2",100,"LncRNA"
84,"GAS5","H1299","g2","R2",100,"LncRNA"
90,"GAS5","H1299","g2","R2",99.99956,"LncRNA"
0,"GAS5","H1299","g3","R1",18.82476,"LncRNA"
6,"GAS5","H1299","g3","R1",23.69885,"LncRNA"
12,"GAS5","H1299","g3","R1",29.12051,"LncRNA"
18,"GAS5","H1299","g3","R1",36.54638,"LncRNA"
24,"GAS5","H1299","g3","R1",44.5262,"LncRNA"
30,"GAS5","H1299","g3","R1",54.14525,"LncRNA"
36,"GAS5","H1299","g3","R1",64.88199,"LncRNA"
42,"GAS5","H1299","g3","R1",76.35901,"LncRNA"
48,"GAS5","H1299","g3","R1",87.81337,"LncRNA"
54,"GAS5","H1299","g3","R1",95.78678,"LncRNA"
60,"GAS5","H1299","g3","R1",99.40542,"LncRNA"
66,"GAS5","H1299","g3","R1",99.94606,"LncRNA"
72,"GAS5","H1299","g3","R1",99.9959,"LncRNA"
78,"GAS5","H1299","g3","R1",99.99909,"LncRNA"
84,"GAS5","H1299","g3","R1",100,"LncRNA"
90,"GAS5","H1299","g3","R1",100,"LncRNA"
0,"GAS5","H1299","g3","R2",15.91321,"LncRNA"
6,"GAS5","H1299","g3","R2",20.45834,"LncRNA"
12,"GAS5","H1299","g3","R2",25.32566,"LncRNA"
18,"GAS5","H1299","g3","R2",31.74545,"LncRNA"
24,"GAS5","H1299","g3","R2",38.43052,"LncRNA"
30,"GAS5","H1299","g3","R2",46.87469,"LncRNA"
36,"GAS5","H1299","g3","R2",56.50899,"LncRNA"
42,"GAS5","H1299","g3","R2",66.81801,"LncRNA"
48,"GAS5","H1299","g3","R2",78.07323,"LncRNA"
54,"GAS5","H1299","g3","R2",86.92287,"LncRNA"
60,"GAS5","H1299","g3","R2",95.01176,"LncRNA"
66,"GAS5","H1299","g3","R2",98.83683,"LncRNA"
72,"GAS5","H1299","g3","R2",99.66742,"LncRNA"
78,"GAS5","H1299","g3","R2",99.99479,"LncRNA"
84,"GAS5","H1299","g3","R2",99.99855,"LncRNA"
90,"GAS5","H1299","g3","R2",100,"LncRNA"
0,"LINCPINT","H1299","g1","R1",16.00984,"LncRNA"
6,"LINCPINT","H1299","g1","R1",17.04014,"LncRNA"
